taxon_name,habitat,source_id
Luffa aegyptiaca,rainforest woodland,ATRP_2020; Cooper_2013; Schmidt_2003
Luvunga monophylla,rainforest,ATRP_2020
Lycianthes shanesii,rainforest,ATRP_2020; Cooper_2013
Lysiana maritima,rainforest,ATRP_2020; Cooper_2013
Lysiana spathulata,rainforest shrubland,ATRP_2020; Clarke_2015; Cooper_2013
Lysiana subfalcata,rainforest,ATRP_2020; Cooper_2013
Macaranga dallachyana,rainforest,ATRP_2020; Cooper_2013
Dolichandra unguis-cati,rainforest,ATRP_2020; Cooper_2013
Maclura cochinchinensis,rainforest,ATRP_2020; Clarke_2015; Cooper_2013
Macropteranthes fitzalanii,rainforest,ATRP_2020; Cooper_2013
Macropteranthes leiocaulis,rainforest,ATRP_2020; Cooper_2013
Macropteranthes montana,rainforest,ATRP_2020; Cooper_2013
Macroptilium atropurpureum,rainforest,ATRP_2020; Cooper_2013
Macrotyloma axillare,rainforest,ATRP_2020
Macrotyloma uniflorum,rainforest,ATRP_2020; Cooper_2013
Mallotus claoxyloides,rainforest,ATRP_2020; Cooper_2013
Mallotus discolor,rainforest,ATRP_2020; Cooper_2013
Mallotus repandus,rainforest,ATRP_2020; Cooper_2004; Cooper_2013
Mallotus resinosus,rainforest,ATRP_2020; Cooper_2013
Manihot carthaginensis subsp. glaziovii,rainforest,ATRP_2020
Manilkara kauki,rainforest,ATRP_2020; Cooper_2013
Margaritaria dubium-traceyi,rainforest,ATRP_2020; Cooper_2013
Leichhardtia connivens,rainforest,ATRP_2020; Cooper_2013
Leichhardtia cymulosa,rainforest,ATRP_2020; Cooper_2013
Gymnema geminatum,rainforest,ATRP_2020; Cooper_2013
Leichhardtia glandulifera,rainforest,ATRP_2020; Cooper_2013
Leichhardtia racemosa,rainforest,ATRP_2020; Cooper_2013
Leichhardtia jensenii,rainforest,ATRP_2020; Cooper_2013
Gymnema longipedicellatum,rainforest,ATRP_2020; Cooper_2013
Leichhardtia micradenia,rainforest,ATRP_2020; Cooper_2013
Leichhardtia microlepis,rainforest,ATRP_2020; Cooper_2013
Leichhardtia paludicola,rainforest,ATRP_2020; Cooper_2013
Gymnema pleiadenium,rainforest,ATRP_2020; Cooper_2013
Leichhardtia rostrata,rainforest wet_sclerophyll,ATRP_2020; Clarke_2009; Clarke_2015; Cooper_2013; Fonseca_2000
Gymnema stramineum,rainforest,ATRP_2020; Cooper_2013
Gymnema tricholepis,rainforest,ATRP_2020; Cooper_2013
Leichhardtia velutina,rainforest,ATRP_2020; Cooper_2013
Leichhardtia viridiflora,rainforest shrubland woodland,ATRP_2020; Clarke_2015; Cooper_2013; Lord_1997
Mecardonia procumbens,rainforest,ATRP_2020; Cooper_2013
Medicosma mulgraveana,rainforest,ATRP_2020; Cooper_2013
Medicosma obovata,rainforest,ATRP_2020; Cooper_2013
Medicosma riparia,rainforest,ATRP_2020; Cooper_2013
Medinilla balls-headleyi,rainforest,ATRP_2020; Cooper_2013
Meiogyne bidwillii,rainforest,ATRP_2020
Meiogyne cylindrocarpa,rainforest,ATRP_2020; Cooper_2013
Meiogyne heteropetala,rainforest,ATRP_2020; Cooper_2013
Meiogyne trichocarpa,rainforest,ATRP_2020; Cooper_2013
Melaleuca argentea,rainforest,ATRP_2020; Cooper_2013
Callistemon recurvus,rainforest,ATRP_2020; Cooper_2013
Melicope broadbentiana,rainforest,ATRP_2020; Cooper_2013; Grubb_1996
Melicope fellii,rainforest,ATRP_2020; Cooper_2013
Melicope peninsularis,rainforest,ATRP_2020; Cooper_2013
Melicope rubra,rainforest,ATRP_2020; Cooper_2013
Melicope vitiflora,rainforest,ATRP_2020; Cooper_2013; Grubb_1996; Grubb_2008; Sams_2017
Melicope xanthoxyloides,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009; Zieminska_2015
Melochia umbellata,rainforest,ATRP_2020
Melodinus acutiflorus,rainforest,ATRP_2020; Cooper_2013
Melodinus australis,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Melodinus baccellianus,rainforest,ATRP_2020; Cooper_2013
Melodinus forbesii,rainforest,ATRP_2020; Cooper_2013
Merremia gemella,rainforest,ATRP_2020; Cooper_2013
Merremia hederacea,rainforest,ATRP_2020; Cooper_2013
Mesua larnachiana,rainforest,ATRP_2020; Cooper_2013
Mezoneuron erythrocarpum,rainforest,ATRP_2020; Cooper_2013
Mezoneuron hymenocarpum,rainforest,ATRP_2020; Cooper_2013
Mezoneuron nitens,rainforest,ATRP_2020; Cooper_2013
Mezoneuron scortechinii,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013
Miconia calvescens,rainforest,ATRP_2020; Cooper_2013
Miconia nervosa,rainforest,ATRP_2020
Micromelum minutum,rainforest,ATRP_2020; Clarke_2015; Cooper_2013
Mikania micrantha,rainforest,ATRP_2020; Cooper_2013
Mischarytera megaphylla,rainforest,ATRP_2020
Mischocarpus anodontus,rainforest,ATRP_2020; Cooper_2013
Mischocarpus macrocarpus,rainforest,ATRP_2020; Cooper_2013
Mischocarpus stipitatus,rainforest,ATRP_2020; Cooper_2013
Mitracarpus hirtus,rainforest,ATRP_2020; Cooper_2013
Mitrasacme oasena,rainforest,ATRP_2020
Mitrasacme paludosa,rainforest,ATRP_2020
Mitrasacme pygmaea,rainforest,ATRP_2020
Mitrella tiwiensis,rainforest,ATRP_2020
Mitrephora diversifolia,rainforest,ATRP_2020; Cooper_2013
Momordica charantia,rainforest,ATRP_2020; Cooper_2013
Momordica cochinchinensis,rainforest,ATRP_2020; Cooper_2013
Monococcus echinophorus,rainforest,ATRP_2020; Cooper_2013
Morinda bracteata var. celebica,rainforest,ATRP_2020; Cooper_2013
Moringa oleifera,rainforest,ATRP_2020; Cooper_2013
Motherwellia haplosciadea,rainforest,ATRP_2020; Cooper_2013
Mucuna diabolica subsp. kenneallyi,rainforest,ATRP_2020
Muehlenbeckia zippelii,rainforest,ATRP_2020
Muellerargia timorensis,rainforest,ATRP_2020; Cooper_2013
Mullerochloa moreheadiana,rainforest,ATRP_2020
Murraya paniculata,rainforest,ATRP_2020; Cooper_2013
Myristica lancifolia subsp. australiana,rainforest,ATRP_2020
Myrsine benthamiana,rainforest,ATRP_2020; Cooper_2013
Myrsine crassifolia,rainforest,ATRP_2020; Cooper_2013
Myrsine kimberleyensis,rainforest,ATRP_2020
Myrsine oreophila,rainforest,ATRP_2020; Cooper_2013
Myrsine rubiginosa,rainforest,ATRP_2020; Cooper_2013
Myrsine serpenticola,rainforest,ATRP_2020; Cooper_2013
Myrsine urceolata,rainforest,ATRP_2020; Cooper_2013
Neisosperma kilneri,rainforest,ATRP_2020; Cooper_2013
Neoalsomitra clavigera,rainforest,ATRP_2020; Cooper_2013
Neonotonia wightii,rainforest,ATRP_2020
Neoroepera buxifolia,rainforest,ATRP_2020; Cooper_2013
Neosepicaea jucunda,rainforest,ATRP_2020; Apgaua_2017; Buckton_2019; Cooper_2004; Cooper_2013; Metcalfe_2009
Neosepicaea viticoides,rainforest,ATRP_2020; Cooper_2013
Nepenthes mirabilis,rainforest,ATRP_2020; Cooper_2013
Nicotiana wuttkei,rainforest,ATRP_2020
Noahdendron nicholasii,rainforest,ATRP_2020; Cooper_2013
Normanbya normanbyi,rainforest,ATRP_2020; Apgaua_2015; Buckton_2019; Cooper_2013
Notelaea microcarpa,rainforest shrubland wet_sclerophyll woodland,ATRP_2020; Clarke_2015; Fonseca_2000
Nothocnide repanda,rainforest,ATRP_2020; Cooper_2013
Ochrosia elliptica,rainforest,ATRP_2020; Cooper_2013
Olax imbricata,rainforest,ATRP_2020
Olax pendula,rainforest,ATRP_2020; Cooper_2013
Oldenlandia biflora,rainforest,ATRP_2020
Oldenlandia galioides,rainforest,ATRP_2020
Oldenlandia polyclada,rainforest,ATRP_2020
Omphalea celata,rainforest,ATRP_2020; Cooper_2013
Omphalea papuana,rainforest,ATRP_2020; Cooper_2013
Omphalea queenslandiae,rainforest,ATRP_2020; Cooper_2013
Operculina riedeliana,rainforest,ATRP_2020; Cooper_2013
Ophiorrhiza australiana subsp. heterostyla,rainforest,ATRP_2020
Oplismenus burmanni,rainforest,ATRP_2020
Oplismenus compositus,rainforest,ATRP_2020
Oplismenus mollis,rainforest,ATRP_2020
Opuntia stricta,rainforest,ATRP_2020
Opuntia tomentosa,rainforest,ATRP_2020
Oraniopsis appendiculata,rainforest,ATRP_2020; Cooper_2013
Orthosiphon aristatus,rainforest,ATRP_2020; Cooper_2013
Ostrearia australiana,rainforest,ATRP_2020; Cooper_2013
Ottochloa nodosa,rainforest,ATRP_2020
Owenia venosa,rainforest,ATRP_2020; Cooper_2013
Faradaya splendida,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Pachygone ovata,rainforest,ATRP_2020; Clarke_2015; Cooper_2013
Pachyrhizus erosus,rainforest,ATRP_2020
Palmeria coriacea,rainforest,ATRP_2020
Palmeria hypotephra,rainforest,ATRP_2020; Cooper_2013
Pandanus conicus,rainforest,ATRP_2020; Cooper_2013
Pandanus cookii,rainforest,ATRP_2020; Cooper_2013
Pandanus gemmifer,rainforest,ATRP_2020; Cooper_2013
Pandanus oblatus,rainforest,ATRP_2020; Cooper_2013
Pandanus solms-laubachii,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Pandanus sp. (Russell River),rainforest,ATRP_2020; Cooper_2013
Pandanus tectorius,rainforest,ATRP_2020; Cooper_2013
Pandanus zea,rainforest,ATRP_2020; Cooper_2013
Pandorea jasminoides,rainforest,ATRP_2020; Cooper_2013; Stewart_1995
Pandorea nervosa,rainforest,ATRP_2020; Cooper_2013
Panicum chillagoanum,rainforest,ATRP_2020
Panicum incomtum,rainforest,ATRP_2020
Panicum mindanaense,rainforest,ATRP_2020
Panicum trichoides,rainforest,ATRP_2020
Paphia meiniana,rainforest,ATRP_2020; Cooper_2013
Parapachygone longifolia,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Parkinsonia aculeata,rainforest,ATRP_2020; Cooper_2013
Parsonsia bartlensis,rainforest,ATRP_2020; Cooper_2013
Parsonsia blakeana,rainforest,ATRP_2020; Cooper_2013
Parsonsia densivestita,rainforest,ATRP_2020; Cooper_2013
Parsonsia eucalyptophylla,rainforest shrubland woodland,ATRP_2020; Clarke_2015; Cooper_2013; Fonseca_2000
Parsonsia ferruginea,rainforest,ATRP_2020; Cooper_2013
Parsonsia grayana,rainforest,ATRP_2020; Cooper_2013
Parsonsia lanceolata,rainforest shrubland,ATRP_2020; Clarke_2015; Cooper_2013
Parsonsia langiana,rainforest,ATRP_2020; Cooper_2013
Parsonsia larcomensis,rainforest,ATRP_2020
Parsonsia latifolia,rainforest,ATRP_2020; Buckton_2019; Cooper_2013
Parsonsia lenticellata,rainforest,ATRP_2020; Cooper_2013
Parsonsia longipetiolata,rainforest,ATRP_2020; Cooper_2013
Parsonsia plaesiophylla,rainforest,ATRP_2020; Cooper_2013
Parsonsia rotata,rainforest,ATRP_2020; Cooper_2013
Parsonsia velutina,rainforest,ATRP_2020; Cooper_2013
Parsonsia ventricosa,rainforest,ATRP_2020; Cooper_2013
Parsonsia wildensis,rainforest,ATRP_2020; Cooper_2013
Parsonsia wongabelensis,rainforest,ATRP_2020; Cooper_2013
Paspalum conjugatum,rainforest,ATRP_2020
Paspalum scrobiculatum,rainforest,ATRP_2020
Passiflora aurantia var. aurantia,rainforest,ATRP_2020; Clarke_2015
Passiflora aurantioides,rainforest,ATRP_2020; Cooper_2013
Passiflora foetida,rainforest woodland,ATRP_2020; Cooper_2013; Lord_1997; Schmidt_2003
Passiflora kuranda,rainforest,ATRP_2020; Cooper_2013
Pavetta muelleri,rainforest,ATRP_2020
Peperomia bellendenkerensis,rainforest,ATRP_2020; Cooper_2013
Peperomia blanda var. floribunda,rainforest,ATRP_2020; Cooper_2013; Grubb_1996
Peperomia enervis,rainforest,ATRP_2020; Cooper_2013; Grubb_1996
Peperomia hunteriana,rainforest,ATRP_2020; Cooper_2013
Peperomia pellucida,rainforest,ATRP_2020; Cooper_2013
Peperomia tetraphylla,rainforest,ATRP_2020; Cooper_2013
Peripentadenia mearsii,rainforest,ATRP_2020; Cooper_2013
Peripentadenia phelpsii,rainforest,ATRP_2020; Cooper_2013
Peristrophe brassii,rainforest,ATRP_2020; Cooper_2013
Perotis rara,rainforest woodland,ATRP_2020; Lord_1997
Persoonia amaliae,rainforest,ATRP_2020
Petraeovitex multiflora,rainforest,ATRP_2020; Cooper_2013
Phacellothrix cladochaeta,rainforest,ATRP_2020
Phaleria chermsideana,rainforest,ATRP_2020; Cooper_2013
Phaleria clerodendron,rainforest,ATRP_2020; Cooper_2013; Grubb_1996
Phylacium bracteosum,rainforest,ATRP_2020; Cooper_2013
Phyllanthera grayi,rainforest,ATRP_2020; Cooper_2013
Phyllanthus microcladus,rainforest,ATRP_2020
Phyllanthus novae-hollandiae,rainforest,ATRP_2020; Cooper_2013
Physalis peruviana,rainforest,ATRP_2020; Cooper_2013
Pilidiostigma papuanum,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013
Pilidiostigma tetramerum,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Pimelea altior,rainforest,ATRP_2020
Piper caninum,rainforest,ATRP_2020; Cooper_2013; Grubb_1996; Metcalfe_2009
Piper fungiforme,rainforest,ATRP_2020; Cooper_2013
Piper hederaceum var. hederaceum,rainforest,ATRP_2020
Piper hederaceum var. longiorispicum,rainforest,ATRP_2020
Piper interruptum,rainforest,ATRP_2020; Cooper_2013
Piper macropiper,rainforest,ATRP_2020; Cooper_2013; Grubb_1996
Piper mestonii,rainforest,ATRP_2020; Cooper_2013
Pisonia aculeata,rainforest,ATRP_2020; Clarke_2015; Cooper_2013; Metcalfe_2009
Pisonia grandis,rainforest,ATRP_2020; Cooper_2013
Pisonia umbellifera,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Pittosporum moluccanum,rainforest,ATRP_2020
Pittosporum trilobum,rainforest,ATRP_2020; Cooper_2013
Pittosporum venulosum,rainforest,ATRP_2020; Cooper_2013
Planchonella cotinifolia,rainforest,ATRP_2020; Cooper_2013
Planchonella pubescens,rainforest,ATRP_2020
Planchonia rupestris,rainforest,ATRP_2020
Plantago major,rainforest,ATRP_2020
Pleioluma ferruginea,rainforest,ATRP_2020
Pleioluma laurifolia,rainforest,ATRP_2020
Pleioluma pilosa,rainforest,ATRP_2020
Pleogyne australis,rainforest,ATRP_2020; Cooper_2013
Pleurostylia opposita,rainforest,ATRP_2020; Cooper_2013
Pogonatherum crinitum,rainforest,ATRP_2020
Pollia crispata,rainforest,ATRP_2020; Cooper_2013
Pollia macrophylla,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Polyalthia hispida,rainforest,ATRP_2020; Cooper_2013
Polyalthia johnsonii,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Polygala paniculata,rainforest,ATRP_2020; Cooper_2013
Polyscias bellendenkerensis,rainforest,ATRP_2020; Cooper_2013
Polyscias mollis,rainforest,ATRP_2020; Cooper_2013; Grubb_1996
Polyscias murrayi,rainforest wet_sclerophyll,ATRP_2020; Clarke_2009; Clarke_2015; Cooper_2013; Grubb_1996; Grubb_2008; Sams_2017
Polyscias nodosa,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Polyscias spectabilis,rainforest,ATRP_2020; Cooper_2013
Polyscias zippeliana,rainforest,ATRP_2020
Pongamia glabra var. minor,rainforest,ATRP_2020
Millettia pinnata,rainforest,ATRP_2020; Clarke_2015; Cooper_2013; Lawes_2012; Metcalfe_2009
Portulaca pilosa,rainforest,ATRP_2020
Pothos brassii,rainforest,ATRP_2020; Cooper_2013
Pothos longipes,rainforest,ATRP_2020; Cooper_2013; Grubb_1996; Grubb_2008; Metcalfe_2009
Premna dallachyana,rainforest,ATRP_2020; Cooper_2013
Premna limbata,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Premna odorata,rainforest,ATRP_2020; Cooper_2013
Procris pedunculata,rainforest,ATRP_2020; Cooper_2013
Proiphys infundibularis,rainforest,ATRP_2020; Cooper_2013
Prumnopitys amara,rainforest,ATRP_2020; Cooper_2013
Pseudovanilla foliata,rainforest,ATRP_2020
Pseudoweinmannia apetala,rainforest,ATRP_2020
Pseuduvaria froggattii,rainforest wet_forest,ATRP_2020; Apgaua_2017; Cooper_2013; Weerasinghe_2014
Psidium cattleyanum,rainforest,ATRP_2020; Cooper_2013
Psidium guajava,rainforest,ATRP_2020; Cooper_2013
Psychotria coelosperma,rainforest,ATRP_2020; Cooper_2013
Psychotria dallachiana,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013; Falster_2005_1; Metcalfe_2009
Psychotria hebecarpa,rainforest,ATRP_2020; Cooper_2013
Psychotria nesophila,rainforest,ATRP_2020; Clarke_2015; Cooper_2013
Psychotria sp. Shute Harbour (L.J.Webb+ 7916),rainforest,ATRP_2020; Cooper_2013
Psychotria sp. Utchee Creek (H.Flecker NQNC5313),rainforest,ATRP_2020; Cooper_2013; Falster_2005_1
Psydrax attenuata,rainforest shrubland,ATRP_2020; Clarke_2015; Cooper_2013
Psydrax banksii,rainforest,ATRP_2020; Cooper_2013
Psydrax graciliflora,rainforest,ATRP_2020; Cooper_2013
Psydrax johnsonii,rainforest,ATRP_2020; Cooper_2013
Psydrax laxiflorens,rainforest,ATRP_2020; Cooper_2013
Psydrax odorata f. australiana,rainforest,ATRP_2020
Psydrax odorata f. subnitida,rainforest,ATRP_2020
Psydrax odorata subsp. arnhemica,rainforest,ATRP_2020
Psydrax tropica,rainforest,ATRP_2020; Cooper_2013
Pternandra coerulescens,rainforest,ATRP_2020; Cooper_2013
Pueraria lobata,rainforest,ATRP_2020
Pueraria phaseoloides,rainforest,ATRP_2020
Pupalia micrantha,rainforest,ATRP_2020
Pycnarrhena novoguineensis,rainforest,ATRP_2020; Cooper_2004; Cooper_2013; Metcalfe_2009
Pycnarrhena ozantha,rainforest,ATRP_2020; Cooper_2013
Quintinia fawkneri,rainforest,ATRP_2020; Cooper_2013
Quisqualis indica,rainforest,ATRP_2020; Cooper_2013
Randia audasii,rainforest,ATRP_2020; Cooper_2013
Randia sp. (Peninsula GS 1321),rainforest,ATRP_2020
Remusatia vivipara,rainforest,ATRP_2020; Cooper_2013
Rhamnella vitiensis,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Rhamnus napalensis,rainforest,ATRP_2020; Cooper_2013
Rhaphidophora australasica,rainforest,ATRP_2020; Cooper_2013; Grubb_1996; Metcalfe_2009
Rhaphidophora hayi,rainforest,ATRP_2020; Cooper_2013
Rhaphidophora petrieana,rainforest,ATRP_2020; Cooper_2013
Rhaphidospora cavernarum,rainforest,ATRP_2020; Cooper_2013
Rhaphidospora platyphylla,rainforest,ATRP_2020
Rhodamnia acuminata,rainforest,ATRP_2020; Cooper_2013
Rhodamnia arenaria,rainforest,ATRP_2020
Rhodamnia fordii,rainforest,ATRP_2020
Rhodamnia glabrescens,rainforest,ATRP_2020; Cooper_2013
Rhodamnia hylandii,rainforest,ATRP_2020
Rhodamnia longisepala,rainforest,ATRP_2020; Cooper_2013
Rhodamnia pauciovulata,rainforest,ATRP_2020; Cooper_2013
Rhododendron lochiae,rainforest,ATRP_2020; Cooper_2013
Rhodomyrtus effusa,rainforest,ATRP_2020; Cooper_2013
Rhynchosia acuminatissima,rainforest,ATRP_2020; Cooper_2013
Rhysotoechia florulenta,rainforest,ATRP_2020; Cooper_2013
Richardia brasiliensis,rainforest,ATRP_2020
Ripogonum album,rainforest,ATRP_2020; Cooper_2013; Laxton_2005
Ripogonum brevifolium,rainforest,ATRP_2020; Cooper_2013
Ripogonum discolor,rainforest wet_sclerophyll,ATRP_2020; Clarke_2009; Clarke_2015; Cooper_2013
Ripogonum elseyanum,rainforest,ATRP_2020; Cooper_2004; Cooper_2013
Ristantia pachysperma,rainforest,ATRP_2020; Cooper_2013
Ristantia waterhousei,rainforest,ATRP_2020; Cooper_2013
Rockinghamia brevipes,rainforest,ATRP_2020; Cooper_2013
Romnalda grallata,rainforest,ATRP_2020; Cooper_2013
Romnalda ophiopogonoides,rainforest,ATRP_2020
Rostellularia adscendens var. latifolia,rainforest,ATRP_2020
Rostellularia adscendens,rainforest,ATRP_2020; Cooper_2013
Rourea brachyandra,rainforest,ATRP_2020; Apgaua_2017; Cooper_2004; Cooper_2013; Metcalfe_2009
Ruellia tuberosa,rainforest,ATRP_2020
Sageretia hamosa,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Salacia chinensis,rainforest,ATRP_2020; Cooper_2004; Cooper_2013
Salacia disepala,rainforest,ATRP_2020; Cooper_2004; Cooper_2013
Salvia reflexa,rainforest,ATRP_2020; Cooper_2013
Samadera bidwillii,rainforest,ATRP_2020; Cooper_2013
Samadera sp. Barong (B.Gray 742),rainforest,ATRP_2020; Cooper_2013
Samadera sp. Tozer Range (L.J.Brass 19393),rainforest,ATRP_2020; Cooper_2013
Sankowskya stipularis,rainforest,ATRP_2020; Cooper_2013
Sarcolobus hullsii,rainforest,ATRP_2020; Cooper_2013
Sarcolobus vittatus,rainforest,ATRP_2020; Cooper_2013
Sarcopteryx acuminata,rainforest,ATRP_2020; Cooper_2013
Sarcotoechia cuneata,rainforest,ATRP_2020; Cooper_2013
Sarcotoechia heterophylla,rainforest,ATRP_2020; Cooper_2013
Sarcotoechia serrata,rainforest,ATRP_2020; Cooper_2013
Sarcotoechia villosa,rainforest,ATRP_2020; Cooper_2013
Heptapleurum actinophyllum,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013; Grubb_1996; Metcalfe_2009
Heptapleurum bractescens,rainforest,ATRP_2020; Cooper_2013
Heptapleurum ellipticum,rainforest,ATRP_2020; Cooper_2013; Grubb_1996
Schelhammera multiflora,rainforest,ATRP_2020; Cooper_2013
Schinus terebinthifolia,rainforest,ATRP_2020
Schoutenia ovata,rainforest,ATRP_2020
Sciaphila arfakiana,rainforest,ATRP_2020; Cooper_2013
Sciaphila tenella,rainforest,ATRP_2020
Scindapsus altissimus,rainforest,ATRP_2020; Cooper_2013
Scleria brownii,rainforest woodland,ATRP_2020; Lord_1997
Scleria ciliaris,rainforest,ATRP_2020
Scleria levis,rainforest,ATRP_2020
Scleria lingulata,rainforest,ATRP_2020
Scleria lithosperma var. linearis,rainforest,ATRP_2020
Scleria lithosperma var. lithosperma,rainforest,ATRP_2020
Scleria novae-hollandiae,rainforest woodland,ATRP_2020; Lord_1997
Scleria polycarpa,rainforest,ATRP_2020
Scleria rugosa,rainforest,ATRP_2020
Scleria sphacelata,rainforest,ATRP_2020
Scleria terrestris,rainforest,ATRP_2020
Scrotochloa tararaensis,rainforest,ATRP_2020
Scrotochloa urceolata,rainforest,ATRP_2020
Secamone elliptica,rainforest,ATRP_2020; Cooper_2013
Secamone lineata,rainforest,ATRP_2020; Cooper_2013
Secamone timorensis,rainforest,ATRP_2020
Senecio tamoides,rainforest,ATRP_2020
Senegalia albizioides,rainforest,ATRP_2020; Cooper_2013
Senegalia kerrii,rainforest,ATRP_2020
Senna siamea,rainforest,ATRP_2020
Senna sophera,rainforest,ATRP_2020
Senna surattensis,rainforest,ATRP_2020
Sersalisia sessiliflora,rainforest,ATRP_2020; Cooper_2013
Sersalisia unmackiana,rainforest,ATRP_2020; Cooper_2013
Setaria apiculata,rainforest woodland,ATRP_2020; Lord_1997
Setaria oplismenoides,rainforest,ATRP_2020
Sicyos australis,rainforest,ATRP_2020; Cooper_2013
Sicyos undara,rainforest,ATRP_2020
Sida rohlenae subsp. rohlenae,rainforest,ATRP_2020
Sloanea australis subsp. parviflora,rainforest,ATRP_2020
Sloanea macbrydei,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Smilax aculeatissima,rainforest,ATRP_2020; Cooper_2013
Smilax blumei,rainforest,ATRP_2020; Cooper_2004; Cooper_2013; Metcalfe_2009
Smilax calophylla,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Smilax kaniensis,rainforest,ATRP_2020; Cooper_2013
Smilax sp. [Smilax sp. aff. s. elliptica],rainforest,ATRP_2020
Solanum defensum,rainforest,ATRP_2020; Cooper_2013
Solanum discolor,rainforest,ATRP_2020; Cooper_2013
Solanum dunalianum,rainforest,ATRP_2020; Cooper_2013
Solanum ellipticum,rainforest shrubland woodland,ATRP_2020; Clarke_2015; Cooper_2013; Fonseca_2000; Vesk_2004; Vesk_2019
Solanum eminens,rainforest,ATRP_2020
Solanum erianthum,rainforest,ATRP_2020; Cooper_2013
Solanum fervens,rainforest,ATRP_2020; Cooper_2013
Solanum francisii,rainforest,ATRP_2020
Solanum furfuraceum,rainforest,ATRP_2020; Cooper_2013
