taxon_name,genus,family,taxon_distribution,taxon_rank,name_type,plant_growth_form,woodiness,life_history,plant_height,resprouting_capacity,bud_bank_location,storage_organ,leaf_length,leaf_width,fruit_length,fruit_width,fruit_fleshiness,flowering_time,pollination_syndrome,vegetative_reproduction_ability,reproductive_maturity,seed_viability,seed_germination_time,post_fire_recruitment,seedbank_location,seed_length,extra_traits,description,habitat,habitat_value,life_history_score,substrate,reference,soils,EOO,AOO,population_count
Solanum johnsonianum,Solanum,Solanaceae,Qld,species,scientific,,,,0.15 -- 0.3 m {wildnet.science-data.qld.gov.au}; erect [stem_growth_habit],fire_killed_presumed,rhizome,rhizome,2.5 -- 6 cm {wildnet.science-data.qld.gov.au},1.3 -- 4.3 cm {wildnet.science-data.qld.gov.au},5.5 -- 8 mm,5.5 -- 8 mm,,Mar May Jun Aug Sep ; Apr May [fruiting_time],,,,,,post_fire_recruitment ; disturbance fire [germination_cues],,,,,XXX,,4,,,,,,
Solanum karsense,Solanum,Solanaceae,"SA, NSW",species,scientific,,,,,,XXX,XXX,,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Solanum orgadophilum,Solanum,Solanaceae,Qld,species,scientific,,,,40 cm,XXX,rhizome,rhizome,6.5 -- 20 cm,3.8 -- 11.7 cm,XXX,,,,,,,,,,,,resprouts_non_fire_disturbance [resprouting_capacity_non_fire_disturbance],,XXX,,4,,,,,,
Sophora fraseri,Sophora,Fabaceae,"Qld, NSW",species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest rainforest,4,,,,,,
Sphaerolobium acanthos,Sphaerolobium,Fabaceae,Vic,species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,forest_sclerophyll heath streambanks woodland,4,,,,,,
Sphenotoma drummondii,Sphenotoma,Ericaceae,WA,species,scientific,,,,,,XXX,XXX,,,XXX,,,,,,,,,,,,,,,heath shrubland woodland shrubland shrubland shrubland crevices,4,,,,,,
Spirogardnera rubescens,Spirogardnera,Santalaceae,WA,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,heath woodland_eucalypt,4,,,,,,
Sporobolus pamelae,Sporobolus,Poaceae,Qld,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,XXX,,4,,,,,,
Spyridium coactilifolium,Spyridium,Rhamnaceae,SA,species,scientific,,,,1.5 m {SA Threatened Species Profile},,XXX,XXX,6 -- 15 mm,,2.5 mm,2.5 mm,,,,,,,,,,,,,XXX,,4,,,,,,
Spyridium eriocephalum var. glabrisepalum,Spyridium,Rhamnaceae,SA,variety,scientific,,,,1 m {spapps.environment.sa.gov.au/SeedsOfSA},XXX,XXX,XXX,10 mm {spapps.environment.sa.gov.au/SeedsOfSA},1 mm {spapps.environment.sa.gov.au/SeedsOfSA},1.5 mm {spapps.environment.sa.gov.au/SeedsOfSA},1 mm {spapps.environment.sa.gov.au/SeedsOfSA},XXX,,,,,,,,,,,,XXX,,4,,,,,,
Spyridium fontis-woodii,Spyridium,Rhamnaceae,SA,species,scientific,,,,1.8 m {spapps.environment.sa.gov.au/SeedsOfSA},XXX,XXX,XXX,15 mm {spapps.environment.sa.gov.au/SeedsOfSA},,2.2 mm {spapps.environment.sa.gov.au/SeedsOfSA},1.9 mm {spapps.environment.sa.gov.au/SeedsOfSA},,,,,,,,disturbance [germination_cues],,,,,XXX,,4,,,,,,
Spyridium furculentum,Spyridium,Rhamnaceae,Vic,species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,mallee,4,,,,,,
Spyridium lawrencei,Spyridium,Rhamnaceae,SA,species,scientific,,,,,XXX,XXX,XXX,,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Spyridium obcordatum,Spyridium,Rhamnaceae,Tas,species,scientific,,,,,XXX,XXX,XXX,,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Stachystemon nematophorus,Stachystemon,Picrodendraceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,,disturbed,4,,,,,,
Stackhousia annua,Stackhousia,Celastraceae,SA,species,scientific,,,,,fire_killed_annual,XXX,no_storage_organ_annual,,,XXX,,,,,,,,,,,,,,,woodland,1,,,,,,
Stenanthemum pimeleoides,Stenanthemum,Rhamnaceae,Tas,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,forest heath,4,,,,,,
Stonesiella selaginoides,Stonesiella,Fabaceae,Tas,species,scientific,,,,,XXX,XXX,XXX,,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Streblus pendulinus,Streblus,Moraceae,NI,species,scientific,,,,,XXX,XXX,XXX,,,,,XXX,,,,,,,,,,,,,forest rainforest,4,,,,,,
Stylidium amabile,Stylidium,Stylidiaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,XXX,,,,,,,,,,,,,scrubland,4,,,,,,
Stylidium applanatum,Stylidium,Stylidiaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,XXX,,,,,,,,,,,,XXX,,4,,,,,,
Stylidium asymmetricum,Stylidium,Stylidiaceae,WA,species,scientific,,,,2 -- 16 cm,fire_killed_annual,none,no_storage_organ,[ZZZ],,6 -- 9 mm,6 -- 9 mm,dry,,"generalist pollinators: a species of native bee, syrphid fly, and different bee fly species were observed pollinating plants",,,,,,,,,"Stylidium asymmetricum is an annual herb 2–16 cm high, with subulate leaves that are scattered on the stem or arranged in a basal rosette (sometimes rotting if submerged in water). The inflorescence has 1–26 flowers with glandular-hairy pedicels 3–15 mm long. The hypanthium is obloid, 2–6 mm long and sparsely glandular-hairy or subglabrous; the calyx has 3 distinct and 2 connate lobes. The corolla is pale or bright pink with white at the base (rarely white with pink markings) and the throat is yellow; the corolla lobes are asymmetrically arranged, with the morphologically lower ones paired laterally and the upper ones spreading (the upper posterior lobe is angled at ± 90º to the anterior one). There are 4–8, yellow throat appendages. The column is 4.8–5.5 mm long and operates laterally. Capsules are obloid to cylindrical and c. 6–9 mm long excluding calyx lobes. See Wege (2011) for additional information. ",moist clay soils at the fringes of swamps,,1,,SPRAT,clay,,,
Stylidium coroniforme subsp. amblyphyllum,Stylidium,Stylidiaceae,WA,subspecies,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,XXX,,,,,,,,,,,,,shrubland woodland_eucalypt,4,,,,,,
Stylidium coroniforme subsp. coroniforme,Stylidium,Stylidiaceae,WA,subspecies,autonym,,,,,XXX,XXX,XXX,XXX,,XXX,,XXX,,,,,,,,,,,,,shrubland,4,,,,,,
Stylidium ensatum,Stylidium,Stylidiaceae,NT,species,scientific,,,,,fire_killed_annual,XXX,no_storage_organ_annual,,,XXX,,,,,,,,,,,,,,XXX,,1,,,,,,
Stylidium galioides,Stylidium,Stylidiaceae,WA,species,scientific,,,,,,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,,heath mallee shrubland_mallee,4,,,,,,
Stylidium semaphorum,Stylidium,Stylidiaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Styphelia capillaris,Styphelia,Ericaceae,WA,species,scientific,,,,0.8 m ; 1.5 m [plant_width] {Wikipedia},XXX,XXX,XXX,2 -- 4.2 mm {Wikipedia},1.2 -- 2.2 mm {Wikipedia},4--5 mm {Wikipedia},1.6 -- 1.8 mm {Wikipedia},,,,,,,,,,,,,,,,,,,,,
Styphelia conferta,Styphelia,Ericaceae,NSW,species,scientific,,,,not_given_in_taxon_description (small shrub),,XXX,XXX,5 -- 7.5 mm,0.8 -- 1.4 mm,XXX,,,,,,,,,,,,,,,,,,,,,,
Styphelia disjuncta,Styphelia,Ericaceae,WA,species,scientific,,,,60 cm ; 60 cm [plant_width],fire_killed,none,none,3 -- 6.8 mm {Wikipedia},1.2 -- 2.4 mm {Wikipedia},3.3 -- 3.5 mm {Wikipedia},1.8 -- 2.2 mm {Wikipedia} ; 1.8 -- 2.2 mm [fruit_height] {Wikipedia},fleshy ; birds (emu) [dispersers],,,,,,,,,,,,XXX,,,,,,,,
Styphelia exolasia,Styphelia,Ericaceae,NSW,species,scientific,,,,1 m,,none,no_storage_organ,5 -- 15 mm,1 -- 2.5 mm,4.4 -- 4.8 mm,4.4 -- 4.8 mm,,,,,,,,,,,,,"woodland, often on sandstone hillsides along creek banks",,,,SPRAT,,,,
Styphelia longissima,Styphelia,Ericaceae,WA,species,scientific,,,,,XXX,XXX,XXX,7 -- 13 mm {Wikipedia},2 -- 3.8 mm {Wikipedia},XXX,,,May-Jul {Wikipedia},,,,,,,,,,,XXX,,4,,,,,,
Styphelia marginata,Styphelia,Ericaceae,WA,species,scientific,,,,100 cm {Hislop 2023} ; 100 cm [plant_width] {Hislop 2023},fire_killed {Hislop 2023},XXX,XXX,5 -- 15 mm {Hislop 2023},1.5 -- 3.5 mm {Hislop 2023},1.8 -- 2.6 mm {Hislop 2023},1.0 -- 1.5 mm {Hislop 2023},,,,,,,,,,,,,,,,,,,,,
Styphelia obtecta,Styphelia,Ericaceae,WA,species,scientific,,,,1.5 m,fire_killed {Hislop 2023},XXX,XXX,1 cm,1 cm,XXX,,,,,,,,,post_fire_recruitment ; fire [germination_cues],,,,,,,,,,,,,
Styphelia perileuca,Styphelia,Ericaceae,NSW,species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,forest_dry_sclerophyll forest_wet_sclerophyll heath rainforest forest_dry_sclerophyll,4,,,,,,
Styphelia sp. Coolmunda (D.Halford Q1635),Styphelia,Ericaceae,Qld,species,phrase name,,,,70 cm,resprouts,rootstock,XXX,2 -- 5 mm,1 -- 1.5 mm,XXX,,,Jun-Jan,,,,,,,,,,,XXX,,,,,,,,
Swainsona murrayana,Swainsona,Fabaceae,"SA, Qld, NSW, Vic",species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,lakes streams,4,,,,,,
Swainsona plagiotropis,Swainsona,Fabaceae,"NSW, Vic",species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,grassland grassland roadside streams,4,,,,,,
Swainsona pyrophila,Swainsona,Fabaceae,"SA, NSW, Vic",species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,mallee mallee shrubland_mallee,4,,,,,,
Swainsona recta,Swainsona,Fabaceae,"NSW, ACT, Vic",species,scientific,,,,,,,XXX,,,,,,,,,,,,,,,,,,grassland woodland_open,4,,,,,,
Symonanthus bancroftii,Symonanthus,Solanaceae,WA,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,XXX,,4,,,,,,
Symplocos baeuerlenii,Symplocos,Symplocaceae,"Qld, NSW",species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest rainforest_warm_temperate,4,,,,,,
Synaphea quartzitica,Synaphea,Proteaceae,WA,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,XXX,,4,,,,,,
Synaphea sp. Fairbridge Farm (D.Papenfus 696),Synaphea,Proteaceae,WA,species,phrase name,,,,20 -- 80 cm [plant_width],fire_killed_presumed,XXX,XXX,120 -- 240 mm {FloraBase},,6.5 -- 8.5 mm {FloraBase},6.5 -- 8.5 mm {FloraBase},,Sep-Oct {FloraBase},,,,,,post_fire_recruitment,soil_seedbank,,,,,,4,,,,,,
Synaphea sp. Pinjarra (R.Davis 6578),Synaphea,Proteaceae,WA,species,phrase name,,,,,XXX,XXX,XXX,2.5 -- 9 cm,3 -- 10 cm,XXX,,,,,,,,,,,,,,,,4,,,,,,
Synaphea sp. Serpentine (G.R.Brand 103),Synaphea,Proteaceae,WA,species,phrase name,,,,0.6 m ; 0.5 m [plant_width] ; erect clumped [stem_growth_habit],resprouts,rootstock,rootstock,XXX,,XXX,,XXX,Aug-Nov ; Dec [fruiting_time],,,,,,,,,,,XXX,,4,,,,,,
Synaphea stenoloba,Synaphea,Proteaceae,WA,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,heath,4,,,,,,
Syzygium hodgkinsoniae,Syzygium,Myrtaceae,"Qld, NSW",species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest rainforest forest_gallery rainforest_subtropical,4,,,,,,
Syzygium moorei,Syzygium,Myrtaceae,"Qld, NSW",species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest rainforest rainforest_subtropical,4,,,,,,
Syzygium paniculatum,Syzygium,Myrtaceae,NSW (native and naturalised),species,scientific,,,,,,,XXX,,,,,,,,,,,,,,,,,,rainforest rainforest littoral rainforest sanddunes,4,,,,,,
Syzygium velarum,Syzygium,Myrtaceae,Qld,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest,4,,,,,,
Taeniophyllum norfolkianum,Taeniophyllum,Orchidaceae,NI,species,scientific,,,,1 mm [stem_length] {Wikipedia} ; epiphyte [plant_growth_substrate] {FoA print},XXX,XXX,XXX,leafless [leaf_type] {Wikipedia},,XXX,,XXX,Aug-Sep {Wikipedia},,,,,,,,,photosynthetic_roots [plant_photosynthetic_organ],,XXX,,4,,,,,,
Taraxacum cygnorum,Taraxacum,Asteraceae,"WA (presumed extinct), SA, Vic, Tas",species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,scrubland woodland scrubland woodland,4,,,,,,
Tarennoidea wallichii,Tarennoidea,Rubiaceae,NT,species,scientific,,,,,,,XXX,,,XXX,,XXX,,,,,,,,,,,,,rainforest,4,,,,,,
Tasmannia glaucifolia,Tasmannia,Winteraceae,NSW,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest_cool_temperate streambanks streams rainforest rainforest streams,4,,,,,,
Tectaria devexa,Tectaria,Tectariaceae,"ChI, Qld",species,scientific,,,,20 -- 40 cm,XXX,rhizome,rhizome,20 -- 40 cm,,not_applicable,not_applicable,not_applicable,,,,,,,,,,,,XXX,,4,,,,,,
Tecticornia bulbosa,Tecticornia,Chenopodiaceae,WA,species,scientific,,,,,XXX,XXX,XXX,,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Tecticornia flabelliformis,Tecticornia,Chenopodiaceae,"WA, SA, Vic",species,scientific,,,,,,XXX,XXX,,,XXX,,,,,,,,,,,,,,,lake_margin plains,4,,,,,,
Tephrosia flagellaris,Tephrosia,Fabaceae,Qld,species,scientific,,,perennial,30 cm,[ZZZ],[ZZZ],[ZZZ],1.5 -- 2.5 cm,,3 -- 3.5 cm,5 mm,,,,,,,,,,,,"Tephrosia leveillei, Family Fabaceae, is a low growing perennial herb to 30 cm tall. The leaves are without stalks, and have 5–9 leaflets (the lower leaves often with three leaflets) and are 1.5–2.5 cm long. The leaflets are opposite, narrowly oblong-elliptic, 1.75–3 cm long and 4–7 mm wide, the terminal leaflets are larger than the others. Flowers are solitary or paired on leaf axils. The calyx is nearly 5 mm long and densely hairy; the three lower calyx lobes are longer than the upper ones. The corolla is present only on juveniles and shorter than the calyx when seen. The pod is linear, hairy, 3–3.5 cm long and 5 mm wide. There are usually 6 seeds approximately 3.5 mm long (Domin, 1926). Tephrosia leveillei is very closely allied to T. flagellaris, and taxonomic work is required to determine the relationship between these species (L. Pedley, 2008, pers. comm.) ",alluvial plains,,,,SPRAT (synonym),,,,
Tetraria australiensis,Tetraria,Cyperaceae,WA,species,scientific,,,,,XXX,XXX,,,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Tetratheca aphylla,Tetratheca,Elaeocarpaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,,cliffs,4,,,,,,
Tetratheca deltoidea,Tetratheca,Elaeocarpaceae,WA,species,scientific,,,,1 m,XXX,XXX,XXX,1.3 cm,,XXX,,,Aug - Oct,,,,,,,,,,,XXX,,4,,,,,,
Tetratheca fasciculata,Tetratheca,Elaeocarpaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Tetratheca gunnii,Tetratheca,Elaeocarpaceae,Tas,species,scientific,,,,,XXX,XXX,XXX,,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Tetratheca harperi,Tetratheca,Elaeocarpaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,,crevices,4,,,,,,
Tetratheca juncea,Tetratheca,Elaeocarpaceae,NSW,species,scientific,,,,1 m,,XXX,XXX,,,,,,,native bees,,,,,,,,,,,forest_dry_sclerophyll heath swamp,4,,,,,,
Tetratheca nephelioides,Tetratheca,Elaeocarpaceae,WA,species,scientific,,,,,,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,,shrubland woodland,4,,,,,,
Tetratheca paynterae,Tetratheca,Elaeocarpaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,,cliffs crevices,4,,,,,,
Thelymitra adorata,Thelymitra,Orchidaceae,NSW,species,scientific,,,,20 -- 60 cm [inflorescence_stalk],XXX,tuber,,,,,,XXX,,,,,,,,,,summer_dormant autumn_dormant [foliage_time],,,woodland woodland_grassy,4,,,,,,
Thelymitra cyanapicata,Thelymitra,Orchidaceae,SA,species,scientific,,,,30 cm [inflorescence_stalk],[ZZZ],[ZZZ],,,,XXX,,,,,,,,,,,,,,"low-lying seepages, creeks and swamps with wet sandy soils, occurring in Eucalyptus viminalis / Eucalyptus obliqua open swampy woodland",thickets woodland,4,,,,,,
Thelymitra dedmaniarum,Thelymitra,Orchidaceae,WA,species,scientific,,,,,XXX,XXX,,,,XXX,,,,,,,,,,,,,,,woodland,4,,,,,,
Thelymitra epipactoides,Thelymitra,Orchidaceae,"SA, Vic",species,scientific,,,,,,XXX,,,,XXX,,,,,,,,,,,,,,,forest grassland heath mallee grassland woodland,4,,,,,,
Thelymitra hygrophila,Thelymitra,Orchidaceae,SA,species,scientific,,,,40 cm [inflorescence_stalk],resprouts,tuber,,10 -- 30 cm,2 -- 6 mm,XXX,,XXX,,,,,,,,,,summer_dormant [foliage_time],,,grassland streams woodland,4,,,,,,
Thelymitra jonesii,Thelymitra,Orchidaceae,Tas,species,scientific,,,,40 cm {www.naturalvaluesatlas.tas.gov.au},resprouts,tuber,tuber,60 -- 210 mm {Wikipedia},3 -- 6 mm {Wikipedia},XXX,,,Nov {www.threatenedspecieslink.tas.gov.au},,,,,,fire [flowering_cues] {www.threatenedspecieslink.tas.gov.au},,,summer_dormant [foliage_time] {www.threatenedspecieslink.tas.gov.au},,XXX,,4,,,,,,
Thelymitra kangaloonica,Thelymitra,Orchidaceae,NSW,species,scientific,,,,56 cm [inflorescence_stalk],XXX,tuber,,,,,,,,,,,,,,,,,,,swamp swamp,4,,,,,,
Thelymitra mackibbinii,Thelymitra,Orchidaceae,"SA, Vic",species,scientific,,,,15 -- 30 cm [inflorescence_stalk],,tuber,,70 -- 100 mm,6 -- 9 mm,XXX,,,,,,,,,,,,,,,forest forest_open woodland,4,,,,,,
Thelymitra matthewsii,Thelymitra,Orchidaceae,"SA, Vic",species,scientific,,,,,,XXX,,,,XXX,,,,,,,,,,,,,,,forest_open heath woodland disturbed forest_open,4,,,,,,
Thelymitra orientalis,Thelymitra,Orchidaceae,"SA, Vic",species,scientific,,,,7 -- 10 cm [inflorescence_stalk],resprouts,tuber,,,,XXX,,,,,,,,,post_fire_recruitment,,,,,,heath_wet,4,,,,,,
Thelymitra psammophila,Thelymitra,Orchidaceae,WA,species,scientific,,,,,,,,,,XXX,,,,,,,,,,,,,,,forest heath sandplain shrubland,4,,,,,,
Thelymitra stellata,Thelymitra,Orchidaceae,WA,species,scientific,,,,,,,,,,XXX,,,,,,,,,,,,,,,forest scrubland,4,,,,,,
Thesium australe,Thesium,Santalaceae,"Qld, NSW, ACT, Vic, Tas (presumed extinct)",species,scientific,,,,,,XXX,XXX,,,,,,,,,,,,,,,,,,grassland woodland grassland woodland grassland herbfield woodland,4,,,,,,
Thomasia glabripetala,Thomasia,Malvaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Thomasia montana,Thomasia,Malvaceae,WA,species,scientific,,,,,XXX,XXX,XXX,XXX,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Thomasia sp. Green Hill (S.Paust 1322),Thomasia,Malvaceae,WA,species,phrase name,,,,40 cm,XXX,rootstock,rootstock,10 -- 13 mm,5 mm,XXX,,,Oct,,,,,,,,,,,XXX,,4,,,,,,
Thryptomene wittweri,Thryptomene,Myrtaceae,WA,species,scientific,,,,,XXX,XXX,XXX,16 mm,,XXX,,,,,,,,,,,,,,,streams,4,,,,,,
Thynninorchis nothofagicola,Thynninorchis,Orchidaceae,Tas,species,scientific,,,,10 cm [inflorescence_stalk],fire_killed_presumed,tuber,tuber,[ZZZ],,XXX,,,,,,,,,,,,,,,forest_wet rainforest,4,,Tas threatened profile,,,,
Tmesipteris norfolkensis,Tmesipteris,Psilotaceae,NI,species,scientific,,,,10 -- 25 cm [stem_length] ; epiphyte [plant_growth_substrate] (on tree ferns) {FoA print},XXX,XXX,,10 -- 20 mm {FoA pring},3 -- 5 mm {FoA pring},not_applicable,not_applicable,not_applicable,,,,,,,,,,,,XXX,,4,,,,,,
Toechima pterocarpum,Toechima,Sapindaceae,Qld,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest,4,,,,,,
Toechima sp. East Alligator (J.Russell-Smith 8418),Toechima,Sapindaceae,NT,species,phrase name,,,,,,,XXX,XXX,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Trachymene scapigera,Trachymene,Araliaceae,NSW,species,scientific,,,,,,XXX,,,,,,XXX,,,,,,,,,,,,XXX,,4,,,,,,
Trianthema cypseleoides,Trianthema,Aizoaceae,NSW,species,scientific,,,perennial,not_given_in_taxon_description,XXX,XXX,XXX,,,XXX,,,,,,,,,,,,,,XXX,,,,,,,,
Tribonanthes purpurea,Tribonanthes,Haemodoraceae,WA,species,scientific,,,,,,,,,,XXX,,,,,,,,,,,,,,,herbfield herbfield,4,,,,,,
Trichanthodium baracchianum,Trichanthodium,Asteraceae,Vic,species,scientific,,,,,,XXX,no_storage_organ_annual,,,,,,,,,,,,,,,,,XXX,,1,,,,,,
Triplarina imbricata,Triplarina,Myrtaceae,NSW,species,scientific,,,,,,XXX,XXX,,,XXX,,,,,,,,,,,,,,,heath,4,,,,,,
Triplarina nitchaga,Triplarina,Myrtaceae,Qld,species,scientific,,,,2.5 m,XXX,XXX,XXX,3.8 -- 5.5 mm,1 -- 1.5 mm,1.6 -- 2 mm,2 -- 2.5 mm,,,,,,,,,,,,,XXX,,4,,,,,,
Triplarina nowraensis,Triplarina,Myrtaceae,NSW,species,scientific,,,,,,,,,,XXX,,,,,,,,,,,,,,,heath streams swamp,4,,,,,,
Trithuria occidentalis,Trithuria,Hydatellaceae,WA,species,scientific,,,,,,XXX,no_storage_organ_annual,,,XXX,,,,,,,,,,,,,,,swamp aquatic shrubland swamp,1,,,,,,
Triunia robusta,Triunia,Proteaceae,Qld,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest rainforest,4,,,,,,
Typhonium jonesii,Typhonium,Araceae,NT,species,scientific,,,,41 cm (geophyte = leaf + petiole length),XXX,tuber,,14 cm,,XXX,,,,,,,,,,,,2.5 cm [storage_organ_diameter],,,woodland_eucalypt,4,,,,,,
Typhonium mirabile,Typhonium,Araceae,NT,species,scientific,,,,25 mm (geophyte = leaf + petiole length),XXX,tuber,,4.5 -- 15 mm,6 -- 9 mm,,,,,,,,,,,,,,,XXX,,4,,,,,,
Typhonium taylorii,Typhonium,Araceae,NT,species,scientific,,,,,XXX,XXX,,,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Ungeria floribunda,Ungeria,Malvaceae,NI,species,scientific,,,,,XXX,XXX,XXX,,,,,XXX,,,,,,,,,,,,,forest,4,,,,,,
Uromyrtus australis,Uromyrtus,Myrtaceae,NSW,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,,rainforest rainforest rainforest_warm_temperate,4,,,,,,
Vanda hindsii,Vanda,Orchidaceae,Qld,species,scientific,,,,60 cm [stem_length] ; epiphyte [plant_growth_substrate],,XXX,XXX,,,XXX,,,Nov-Mar,,,,,,,,,,,,forest forest_gallery shrubland streambanks vine_thicket,4,,,,,,
Veronica ciliolata,Veronica,Plantaginaceae,Tas,species,scientific,,,,not_given (cushion); 40 -- 50 cm [plant_width] {nre.tas.gov.au}; cushion [stem_growth_habit] {nre.tas.gov.au},XXX,XXX,XXX,2.5 -- 4 mm {nre.tas.gov.au},1.5 -- 2 mm {nre.tas.gov.au},2 mm {nre.tas.gov.au},2 mm {nre.tas.gov.au},,Dec-Feb {nre.tas.gov.au},,,,,,,,,,,XXX,,4,,,,,,
Veronica derwentiana subsp. homalodonta,Veronica,Plantaginaceae,SA,subspecies,scientific,,,,1.5 m ; 2 m [plant_width],XXX,rootstock,rootstock,XXX,,XXX,,XXX,,,,,,,post_fire_recruitment,,,,,XXX,,4,,,,,,
Veronica lithophila,Veronica,Plantaginaceae,NSW,species,scientific,,,,30 cm ; 50 cm [stem_length] ; prostrate erect [stem_growth_habit],XXX,rooting at stem nodes,XXX,,,,,,,,,,,,,,,,,,cliffs,4,,,,,,
Veronica parnkalliana,Veronica,Plantaginaceae,SA,species,scientific,,,,,XXX,XXX,XXX,,,,,,,,,,,,,,,,,XXX,,4,,,,,,
Verticordia albida,Verticordia,Myrtaceae,WA,species,scientific,,,,,XXX,XXX,XXX,2 -- 4.5 mm,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Verticordia apecta,Verticordia,Myrtaceae,WA,species,scientific,,,,,,,XXX,3 --9 mm,,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Verticordia carinata,Verticordia,Myrtaceae,WA,species,scientific,,,,,,XXX,XXX,3 -- 4.5 mm {Wikipedia},,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Verticordia crebra,Verticordia,Myrtaceae,WA,species,scientific,,,,,,XXX,XXX,15 mm,,XXX,,,,,,,,,,,,,,,shrubland woodland,4,,,,,,
Verticordia densiflora var. pedunculata,Verticordia,Myrtaceae,WA,variety,scientific,,,,,fire_killed,XXX,XXX,not_given_in_taxon_description,1 -- 1.5 mm (floral leaves) {George 1991},XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Verticordia fimbrilepis subsp. australis,Verticordia,Myrtaceae,WA,subspecies,scientific,,,,,resprouts,rootstock,XXX,18 mm,,XXX,,XXX,,,,,,,,,,,,XXX,,4,,,,,,
Verticordia fimbrilepis subsp. fimbrilepis,Verticordia,Myrtaceae,WA,subspecies,autonym,,,,,XXX,XXX,XXX,2 -- 5 mm {Wikipedia},,XXX,,,,,,,,,,,,,,XXX,,4,,,,,,
Verticordia helichrysantha,Verticordia,Myrtaceae,WA,species,scientific,,,,,,XXX,XXX,6 mm,,XXX,,,,,,,,,,,,,,,shrubland woodland cliffs plains_coastal,4,,,,,,
Verticordia hughanii,Verticordia,Myrtaceae,WA,species,scientific,,,,,XXX,XXX,XXX,2 -- 3 mm {Wikipedia},,XXX,,,,,,,,,,,,,,,lakes_salt,4,,,,,,
Verticordia pityrhops,Verticordia,Myrtaceae,WA,species,scientific,,,,,,XXX,XXX,7 -- 14 mm,,XXX,,,,,,,,,,,,,,,heath shrubland,4,,,,,,
Verticordia plumosa var. ananeotes,Verticordia,Myrtaceae,WA,variety,scientific,,,,,XXX,XXX,XXX,6 -- 14 mm,0.7 mm,XXX,,,,,,,,,,,,,,,plains,4,,,,,,
