trait_name,trait_value,plant_growth_substrate_hymenanche,plant_growth_substrate_pigs
plant_growth_substrate,aquatic,1,1
plant_growth_substrate,epiphyte,0,0
plant_growth_substrate,hemiepiphyte,0,0
plant_growth_substrate,lithophyte,0,0
plant_growth_substrate,marine,0,0
plant_growth_substrate,semiaquatic,1,1
plant_growth_substrate,terrestrial,0,1
