EPBCA no.,EPBCA sp. name,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes
20890,Eucalyptus aggregata,1,Black Gum,Plant,1,VU,Vulnerable,1,,11/17/2015,YES,Insufficient info,"VU [B2,(a),(b)(iii)(iv)(v)]",Insufficient info,not eligible,Insufficient info,,
64340,Eucalyptus alligatrix subsp. limaensis,0,Lima Stringybark,Plant,1,EN,Endangered,1,,2/26/2013,YES,not eligible,EN,EN,not eligible,not eligible,,
64341,Eucalyptus alligatrix subsp. miscella,0,a stringybark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56173,Eucalyptus aquatica,1,"Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
19748,Eucalyptus argophloia,1,"Queensland White Gum, Queensland Western White Gum, Lapunyah, Scrub Gum, White Gum",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24263,Eucalyptus argutifolia,1,"Yanchep Mallee, Wabling Hill Mallee",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56772,Eucalyptus articulata,1,Ponton Creek Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56320,Eucalyptus beaniana,1,Bean's Ironbark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
18933,Eucalyptus beardiana,1,Beard's Mallee,Plant,1,VU,Vulnerable,1,,5/14/2013,YES,Insufficient info,VU,Insufficient info,not eligible,Insufficient info,,
2821,Eucalyptus benthamii,1,"Camden White Gum, Nepean River Gum",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
7495,Eucalyptus brevipes,1,Mukinbudin Mallee,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
75593,Eucalyptus broviniensis,1,,Plant,1,EN,Endangered,1,,3/20/2023,YES,Insufficient info,"EN(B1+B2ab(I,ii,iii,iv))",EN(C2a(ii)),not eligible,Insufficient info,,
13505,Eucalyptus burdettiana,1,Burdett Gum,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21845,Eucalyptus cadens,1,Warby Range Swamp Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56193,Eucalyptus caleyi subsp. ovendenii,0,Ovenden's Ironbark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
15460,Eucalyptus camfieldii,1,Camfield's Stringybark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64896,Eucalyptus canobolensis,1,"Silver-leaf Candlebark, Mt Canobolas Candlebark",Plant,1,EN,Endangered,1,,8/19/2010,YES,not eligible,EN,not eligible,not eligible,not eligible,,
3889,Eucalyptus ceracea,1,Seppelt Range Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3160,Eucalyptus conglomerata,1,Swamp Stringybark,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56225,Eucalyptus copulans,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
2308,Eucalyptus coronata,1,Crowned Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
7193,Eucalyptus crenulata,1,"Silver Gum, Buxton Gum",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
24268,Eucalyptus crispata,1,Yandanooka Mallee,Plant,1,VU,Vulnerable,1,The species is considered to be a possible hybrid between E. accedens and E. arachnaea in the Australian Plant Census (APC) [Conservation Advice],7/16/2000,NO,,,,,,,
4474,Eucalyptus crucis subsp. crucis,0,Silver Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64650,Eucalyptus crucis subsp. praecipua,0,Paynes Find Mallee,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56773,Eucalyptus cuprea,1,Mallee Box,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
90823,Eucalyptus dalveenica,1,Dalveen Blue Box,Plant,1,CR,Critically Endangered,1,,9/7/2023,YES,CR (A2c),"CR (B1+2ab(i,v))",EN (C2a(ii)),VU,Insufficient info,,
56709,Eucalyptus dolorosa,1,"Dandaragan Mallee, Mount Misery Mallee",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
87837,Eucalyptus forresterae,1,Brumby Sallee,Plant,1,EN,Endangered,1,,3/31/2023,YES,Insufficient info,EN(B1ab(v)+2ab(v)),Insufficient info,not eligible,Insufficient info,,
5670,Eucalyptus glaucina,1,Slaty Red Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
68394,Eucalyptus gunnii subsp. divaricata,0,Miena Cider Gum,Plant,1,EN,Endangered,1,,5/1/2003,YES,VU,EN,EN,not eligible,Insufficient info,,
20433,Eucalyptus hallii,1,Goodwood Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
12623,Eucalyptus imlayensis,1,"Imlay Mallee, Mount Imlay Mallee",Plant,1,CR,Critically Endangered,1,,3/31/2023,YES,EN(A4a),CR(B1ab(v)+2ab(v)),"CR(C1+C2a(I,ii)",CR(D1),Insufficient info,,
56711,Eucalyptus impensa,1,Eneabba Mallee,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
55145,Eucalyptus infera,1,Durikai Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3057,Eucalyptus insularis,1,Twin Peak Island Mallee,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14516,Eucalyptus johnsoniana,1,Johnson's Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56319,Eucalyptus kabiana,1,Mount Beerwah Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
19330,Eucalyptus kartzoffiana,1,Araluen Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56224,Eucalyptus langleyi,1,Albatross Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
18581,Eucalyptus largeana,1,Craven Grey Box,Plant,1,EN,Endangered,1,,5/11/2018,YES,EN [A2],"EN [B1ab(i,ii,iii,iv,v) + 2ab(i,ii,iii,iv,v)]",not eligible,not eligible,Insufficient info,,
6271,Eucalyptus lateritica,1,Laterite Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56712,Eucalyptus leprophloia,1,"Scaly Butt Mallee, Scaly-butt Mallee",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
7827,Eucalyptus macarthurii,1,"Camden Woollybutt, Paddys River Box",Plant,1,EN,Endangered,1,,5/5/2016,YES,Insufficient info,"EN [B1,B2,(a)(b)(i)(ii)(iii)(iv)(v)]",Insufficient info,not eligible,Insufficient info,,
20199,Eucalyptus mckieana,1,McKie's Stringybark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
13119,Eucalyptus merrickiae,1,Goblet Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
17656,Eucalyptus mooreana,1,"Mountain White Gum, Moores Gum",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
7382,Eucalyptus morrisbyi,1,"Morrisby's Gum, Morrisbys Gum",Plant,1,CR,Critically Endangered,1,,3/31/2023,YES,CR(A2ace),"CR(B1ab(I,ii,iii,iv,v)+B2ab(I,ii,iii,iv,v))",CR(C2a(i)),CR,Insufficient info,,
20992,Eucalyptus nicholii,1,"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55399,Eucalyptus nudicaulis,1,Mt Isa Mallee,Plant,1,EN,Endangered,1,,9/7/2023,YES,Insufficient info,EN (B1+2ab(i-iv)),EN (C2a(i)),VU,Insufficient info,,
64898,Eucalyptus pachycalyx subsp. banyabba,0,Banyabba Shiny-barked Gum,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56188,Eucalyptus paedoglauca,1,Mt Stuart Ironbark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64276,Eucalyptus paludicola,1,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Plant,1,EN,Endangered,1,,11/27/2006,YES,Insufficient info,EN,Insufficient info,Insufficient info,Insufficient info,,
56148,Eucalyptus parramattensis subsp. decadens,0,"Earp's Gum, Earp's Dirty Gum",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56153,Eucalyptus parvula,1,Small-leaved Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
89462,Eucalyptus phoenix,1,Brumby Mallee-gum,Plant,1,CR,Critically Endangered,1,,9/7/2023,YES,Insufficient info,"CR (B1ab(i,ii,iii,v)+2ab(i,ii,iii,v))",CR (C2a(ii)),EN,Insufficient info,,
64575,Eucalyptus platydisca,1,Jimberlana Mallee,Plant,1,VU,Vulnerable,1,Eucalyptus sp. Norseman (S.D. Hopper 2936),7/16/2000,NO,,,,,,,
56403,Eucalyptus pruiniramis,1,"Midlands Gum, Jingymia Gum",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21537,Eucalyptus pulverulenta,1,"Silver-leaved Mountain Gum, Silver-leaved Gum",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
16510,Eucalyptus pumila,1,Pokolbin Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
16344,Eucalyptus raveretiana,1,Black Ironbox,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,not eligible,Insufficient info,"re-assessed in 2012, and status retained",
56430,Eucalyptus recta,1,Silver Mallet,Plant,1,EN,Endangered,1,,6/11/2009,YES,not eligible,EN,VU,not eligible,not eligible,,
11004,Eucalyptus recurva,1,Mongarlowe Mallee,Plant,1,CR,Critically Endangered,1,,4/9/2015,YES,Insufficient info,"CR [B1, (a),(b)(i)(ii)(iii)(v)]","CR [B,(a),(b)(i)(ii)(iii)(v)]",CR,Insufficient info,criterion 3 assessment garbled,
9362,Eucalyptus rhodantha,1,Rose Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56223,Eucalyptus robertsonii subsp. hemisphaerica,0,Robertson's Peppermint,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
64618,Eucalyptus rubida subsp. barbigerorum,0,Blackbutt Candlebark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
9640,Eucalyptus scoparia,1,Wallangarra White Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
89499,"Eucalyptus sp. Cattai (Gregson s.n., 28 Aug 1954)",1, ,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,Insufficient info,CR [B1ab(iii) (v)],EN [C2ai],VU,Insufficient info,,
15393,Eucalyptus steedmanii,1,Steedmans Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3976,Eucalyptus stenostoma,1,Jillaga Ash,Plant,1,EN,Endangered,1,,9/7/2023,YES,Insufficient info,EN (B1ab(v)c(iv)+2ab(v)c(iv) ),Insufficient info,Insufficient info,Insufficient info,,
55400,Eucalyptus strzeleckii,1,Strzelecki Gum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
5529,Eucalyptus suberea,1,"Cork Mallee, Mount Lesueur Mallee",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3753,Eucalyptus synandra,1,Jingymia Mallee,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64255,Eucalyptus taurina,1,Helidon Ironbark,Plant,1,EN,Endangered,1,,9/7/2023,YES,Insufficient info,EN (B1+2ab(i-v)),Insufficient info,not eligible,Insufficient info,,
7490,Eucalyptus tetrapleura,1,Square-fruited Ironbark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
10181,Eucalyptus virens,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
87816,Eucalyptus x balanites,0,"Cadda Road Mallee, Cadda Mallee",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
87817,Eucalyptus x phylacis,0,Meelup Mallee,Plant,1,EN,Endangered,1,Eucalyptus phylacis,7/16/2000,NO,,,,,,,
64900,Eucryphia wilkiei,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
12431,Euphorbia carissoides,1, ,Plant,1,VU,Vulnerable,1,Chamaesyce carissoides,7/16/2000,NO,,,,,,,
65887,Euphorbia norfolkiana,1,Norfolk Island Euphorbia,Plant,1,CR,Critically Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,CR,Insufficient info,,
44385,Euphorbia obliqua,1,a herb,Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
4534,Euphrasia amphisysepala,1,Shiny Cliff Eyebright,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
4325,Euphrasia arguta,1, ,Plant,1,CR,Critically Endangered,1,,3/19/2011,YES,Insufficient info,CR,not eligible,not eligible,not eligible,,
4425,Euphrasia bella,1,"Lamington Eyebright, Mt. Merino Eyebright",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21521,Euphrasia bowdeniae,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
16151,Euphrasia collina subsp. muelleri,0,"Purple Eyebright, Mueller's Eyebright",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
3684,Euphrasia collina subsp. osbornii,0,Osborn's Eyebright,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21556,Euphrasia crassiuscula subsp. glandulifera,0,Thick Eyebright,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
12831,Euphrasia eichleri,1,Bogong Eyebright,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64901,Euphrasia fragosa,1,"Shy Eyebright, Southport Eyebright",Plant,1,CR,Critically Endangered,1,,10/16/2001,YES,EN,CR,EN,EN,Insufficient info,,
21507,Euphrasia gibbsiae subsp. psilantherea,0,Swamp Eyebright,Plant,1,CR,Critically Endangered,1,,10/16/2001,YES,Insufficient info,CR,CR,CR,Insufficient info,,
7720,Euphrasia phragmostoma,1,"Buftons Eyebright, Hairy Cliff Eyebright",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64902,Euphrasia ruptura,1,subshrub,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
9986,Euphrasia semipicta,1,Peninsula Eyebright,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
82044,Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),1,"Masked Eyebright, Masked Cliff Eyebright",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
16371,Fimbristylis adjuncta,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
15762,Floydia praealta,1,"Ball Nut, Possum Nut, Big Nut, Beefwood",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24037,Fontainea australis,1,Southern Fontainea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24038,Fontainea oraria,1,Coastal Fontainea,Plant,1,CR,Critically Endangered,1,,6/24/2019,YES,Insufficient info,"CR [B1ab(iii,v)+2ab(iii,v)]",CR [C2a(i) a(ii)],CR,Insufficient info,,
24039,Fontainea rostrata,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24040,Fontainea venosa,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
6074,Frankenia conferta,1,Silky Frankenia,Plant,1,EN,Endangered,1,,2/1/2007,YES,not eligible,EN,EN,not eligible,Insufficient info,,
8494,Frankenia decurrens,1,Decurrent-leaved Frankenia,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
20872,Frankenia parvula,1,Short-leaved Frankenia,Plant,1,EN,Endangered,1,,8/18/2006,YES,Insufficient info,EN,Insufficient info,not eligible,Insufficient info,,
4225,Frankenia plicata,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
68775,Galium antarcticum,1,Subantarctic Bedstraw,Plant,1,CR,Critically Endangered,1,,2/26/2013,YES,not eligible,CR,CR,CR,not eligible,,
3580,Gardenia actinocarpa,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
1988,Gardenia psidioides,1,Hann Gardenia,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
7358,Gastrolobium appressum,1,Scale-leaf Poison,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
89145,Gastrolobium argyrotrichum,1,Metricup Pea,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,Insufficient info,"CR [B1ab(iii,iv)+2ab(iii,iv)]",CR [C2a(i)],EN,Insufficient info,,
78384,Gastrolobium diabolophyllum,1,Bodallin Poison,Plant,1,CR,Critically Endangered,1,,6/11/2009,YES,not eligible,CR,VU,not eligible,not eligible,,
7428,Gastrolobium glaucum,1,"Spike Poison, Wongan Poison",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14872,Gastrolobium graniticum,1,Granite Poison,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
9212,Gastrolobium hamulosum,1,Hook-point Poison,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
78418,Gastrolobium humile,1, ,Plant,1,EN,Endangered,1,,5/11/2018,YES,Insufficient info,"EN [B1ab(iii,iv)+B2ab(iii,iv)]",not eligible,not eligible,Insufficient info,,
22282,Gastrolobium lehmannii,1,Cranbrook Pea,Plant,1,VU,Vulnerable,1,,8/18/2006,YES,Insufficient info,VU,Insufficient info,not eligible,Insufficient info,,
78405,Gastrolobium luteifolium,1,Yellow-leafed Gastrolobium,Plant,1,CR,Critically Endangered,1,,12/1/2009,YES,not eligible,CR,not eligible,not eligible,not eligible,,
78361,Gastrolobium modestum,1,Broad-leaved Gastrolobium,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
78415,Gastrolobium papilio,1,Butterfly-leaved Gastrolobium,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
78406,Gastrolobium vestitum,1, ,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,Insufficient info,"CR [B1ab(iii,v)+B2ab(iii,v)]",VU [C1],not eligible,Insufficient info,,
87380,Gaultheria viridicarpa,1,Green Waxberry,Plant,1,EN,Endangered,1,note: delisted as Gaultheria viridicarpa  J.B.Williams subsp. viridicarpa ms. in 2020,9/25/2020,YES,Insufficient info,"EN (B1ab(iii; v) + B2ab(iii, v))",VU (C2(i)),not eligible,Insufficient info,,
56368,Geniostoma huttonii,1, ,Plant,1,EN,Endangered,1,,6/26/2015,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
7528,Genoplesium baueri,1,Yellow Gnat-orchid,Plant,1,EN,Endangered,1,,1/25/2014,YES,Insufficient info,"EN [B2(a),(b)(i)(ii)(iii)(iv)(v)]",not eligible,VU,Insufficient info,ambiguous on criterion 3 assessment ('not applicable' and 'endangered'),
32180,Genoplesium plumosum,1,"Plumed Midge-orchid, Tallong Midge Orchid",Plant,1,EN,Endangered,1,Corunastylis plumosa,7/16/2000,NO,,,,,,,
55116,Genoplesium rhyoliticum,1,Pambula Midge-orchid,Plant,1,EN,Endangered,1,Corunastylis rhyolitica,7/16/2000,NO,,,,,,,
55130,Genoplesium tectum,1,Cardwell Midge Orchid,Plant,1,EN,Endangered,1,Corunastylis tecta,7/16/2000,NO,,,,,,,
68379,Genoplesium vernale,1,East Lynne Midge-orchid,Plant,1,VU,Vulnerable,1,Corunastylis vernalis,10/4/2001,YES,not eligible,not eligible,not eligible,VU,Insufficient info,,
12001,Gentiana baeuerlenii,1,Baeuerlen's Gentian,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
15882,Gentiana bredboensis,1,Bredbo Gentian,Plant,1,CR,Critically Endangered,1,,6/24/2019,YES,Insufficient info,CR [B1ab(iii)(iv)(v)+B2ab(iii)(iv)(v)],CR [C2a(i)(ii)],CR,Insufficient info,,
18033,Gentiana wingecarribiensis,1,Wingecarribee Gentian,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
10786,Gentiana wissmannii,1,New England Gentian,Plant,1,CR,Critically Endangered,1,,7/5/2023,YES,Insufficient info,"CR(B1ab(i,ii,iii,v)+2ab(i,ii,iii,v))",CR(C2a(ii)),EN(D1),Insufficient info,,
14069,Germainia capitata,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
86880,Gingidia rupicola,1,"Mountain Angelica, Broad-leafed Carrot",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14008,Glyceria drummondii,1,Nangetty Grass,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
13910,Glycine latrobeana,1,"Clover Glycine, Purple Clover",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
12448,Goodenia arthrotricha,1, ,Plant,1,EN,Endangered,1,,2/15/2018,YES,Insufficient info,"EN [B2ab(iii,v)]",not eligible,not eligible,Insufficient info,,
55983,Goodenia integerrima,1,Gypsum Goodenia,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56035,Goodenia quadrifida,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
78867,Gossia fragrantissima,1,"Sweet Myrtle, Small-leaved Myrtle",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
78866,Gossia gonoclada,1,Angle-stemmed Myrtle,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14002,Grammosolen odgersii subsp. Occidentalis,0,"Western Woolly Cyphanthera, Western Cyphanthera",Plant,1,EN,Endangered,1,Cyphanthera odgersii subsp. occidentalis,7/16/2000,NO,,,,,,,
8601,Graptophyllum ilicifolium,1,"Holly-leaved Graptophyllum, Mt Blackwood Holly",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55459,Graptophyllum reticulatum,1,Veiny Graptophyllum,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21872,Grevillea acanthifolia subsp. paludosa,0,Bog Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
68272,Grevillea acropogon,1,,Plant,1,EN,Endangered,1,,6/24/2019,YES,not eligible,EN [B1ab(iii)+B2ab(iii)],not eligible,VU,Insufficient info,,
64906,Grevillea althoferorum,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64677,Grevillea banyabba,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21735,Grevillea batrachioides,1,Mt Lesueur Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
22002,Grevillea beadleana,1,Beadle's Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
22004,Grevillea bedggoodiana,1,Enfield Grevillea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55525,Grevillea brachystylis subsp. australis,0, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
85001,Grevillea brachystylis subsp. grandis,0,Large-flowered Short-styled Grevillea,Plant,1,CR,Critically Endangered,1,,1/8/2009,YES,EN,CR,EN,EN,Insufficient info,,
85002,Grevillea bracteosa subsp. howatharra,0, ,Plant,1,CR,Critically Endangered,1,,8/15/2017,YES,Insufficient info,CR [B1 (a)(b)(iii)(v)],EN [C1 (a)(i)],VU,Insufficient info,,
89099,Grevillea burrowa,1,Burrowa Grevillea,Plant,1,CR,Critically Endangered,1,,3/31/2023,YES,Insufficient info,"CR(B1ab(iii,v)+2ab(iii,v))",Insufficient info,VU(D2),Insufficient info,,
9683,Grevillea caleyi,1,Caley's Grevillea,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,Insufficient info,"CR [B1 (b) (i) (ii) (iii) (v), (c) (iv)]",VU [C2b],VU,CR,,
56339,Grevillea calliantha,1,"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64907,Grevillea celata,1,"Colquhoun Grevillea, Nowa Nowa Grevillea",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64520,Grevillea christineae,1,Christine's Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
65445,Grevillea corrugata,1,a shrub,Plant,1,EN,Endangered,1,,2/26/2013,YES,Insufficient info,not eligible,not eligible,EN,Insufficient info,,
64908,Grevillea curviloba subsp. curviloba,0,Curved-leaf Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64909,Grevillea curviloba subsp. incurva,0,Narrow curved-leaf Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64646,Grevillea dryandroides subsp. dryandroides,0,Phalanx Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64577,Grevillea dryandroides subsp. hirsuta,0,Hairy Phalanx Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64578,Grevillea elongata,1,Ironstone Grevillea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
22248,Grevillea evansiana,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
2957,Grevillea flexuosa,1,Zig Zag Grevillea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
16859,Grevillea floripendula,1,"Drooping Grevillea, Ben Major Grevillea",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
7979,Grevillea glossadenia,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64521,Grevillea guthrieana,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
68250,Grevillea hodgei,1,Coochin Hills Grevillea,Plant,1,CR,Critically Endangered,1,,12/8/2021,YES,Insufficient info,CR [B1+2ab(i-v)],CR [C2a(i)],CR,Insufficient info,,
61182,Grevillea humifusa,1,Spreading Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
22024,Grevillea iaspicula,1,Wee Jasper Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
22026,Grevillea infecunda,1,Anglesea Grevillea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
5772,Grevillea infundibularis,1,Fan-leaf Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
4631,Grevillea involucrata,1,Lake Varley Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14272,Grevillea jephcotti,1,Green Grevillea,Plant,1,EN,Endangered,1,,3/31/2023,YES,Insufficient info,"EN(B1ab(iii,v)+2ab(iii,v))",Insufficient info,VU(D2),Insufficient info,,
6974,Grevillea kennedyana,1,Flame Spider-flower,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64522,Grevillea maccutcheonii,1,McCutcheon's Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64523,Grevillea masonii,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
