original_name,aligned_name,accepted_name,suggested_name,genus,family,taxon_rank,taxonomic_dataset,taxonomic_status,taxonomic_status_aligned,aligned_reason,update_reason,subclass,taxon_distribution,scientific_name,taxon_ID,taxon_ID_genus,scientific_name_ID,canonical_name,row_number,number_of_collapsed_taxa
Boronia adamsiana,Boronia adamsiana,Boronia adamsiana,Boronia adamsiana,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Boronia adamsiana F.Muell.,https://id.biodiversity.org.au/node/apni/2887981,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/59234,Boronia adamsiana,205,NA
Boronia capitata subsp. capitata,Boronia capitata subsp. capitata,Boronia capitata subsp. capitata,Boronia capitata subsp. capitata,Boronia,Rutaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Boronia capitata Benth. subsp. capitata,https://id.biodiversity.org.au/node/apni/2905903,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/59542,Boronia capitata subsp. capitata,206,NA
Boronia clavata,Boronia clavata,Boronia clavata,Boronia clavata,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Boronia clavata Paul G.Wilson,https://id.biodiversity.org.au/node/apni/2914113,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/59582,Boronia clavata,207,NA
Boronia deanei,Boronia deanei,Boronia deanei,Boronia deanei,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Boronia deanei Maiden & Betche,https://id.biodiversity.org.au/node/apni/2909142,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/59765,Boronia deanei,208,NA
Boronia exilis,Boronia exilis,Boronia exilis,Boronia exilis,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Boronia exilis Paul G.Wilson,https://id.biodiversity.org.au/node/apni/2912572,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/164187,Boronia exilis,209,NA
Boronia galbraithiae,Boronia galbraithiae,Boronia galbraithiae,Boronia galbraithiae,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Vic,Boronia galbraithiae Albr.,https://id.biodiversity.org.au/node/apni/2916498,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/119017,Boronia galbraithiae,210,NA
Boronia granitica,Boronia granitica,Boronia granitica,Boronia granitica,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Boronia granitica Maiden & Betche,https://id.biodiversity.org.au/node/apni/2892142,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/60053,Boronia granitica,211,NA
Boronia gunnii,Boronia gunnii,Boronia gunnii,Boronia gunnii,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Boronia gunnii Hook.f.,https://id.biodiversity.org.au/node/apni/2890920,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/60082,Boronia gunnii,212,NA
Boronia hemichiton,Boronia hemichiton,Boronia hemichiton,Boronia hemichiton,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Boronia hemichiton Duretto,https://id.biodiversity.org.au/node/apni/2903230,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/181011,Boronia hemichiton,213,NA
Boronia hippopala,Boronia hippopala,Boronia hippopala,Boronia hippopala,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Boronia hippopala Duretto,https://id.biodiversity.org.au/node/apni/2886285,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/181010,Boronia hippopala,214,NA
Boronia inflexa torringtonensis,Boronia inflexa subsp. torringtonensis,Boronia inflexa subsp. torringtonensis,Boronia inflexa subsp. torringtonensis,Boronia,Rutaceae,subspecies,APC,accepted,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Boronia inflexa subsp. torringtonensis Duretto,https://id.biodiversity.org.au/node/apni/2918880,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/180947,Boronia inflexa subsp. torringtonensis,215,NA
Boronia keysii,Boronia keysii,Boronia keysii,Boronia keysii,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Boronia keysii Domin,https://id.biodiversity.org.au/node/apni/2896699,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/60240,Boronia keysii,216,NA
Boronia quadrilata,Boronia quadrilata,Boronia quadrilata,Boronia quadrilata,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Boronia quadrilata Duretto,https://id.biodiversity.org.au/node/apni/2910582,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/165497,Boronia quadrilata,217,NA
Boronia repanda,Boronia repanda,Boronia repanda,Boronia repanda,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Boronia repanda (F.Muell. ex Maiden & Betche) Maiden & Betche,https://id.biodiversity.org.au/node/apni/2920124,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/61032,Boronia repanda,218,NA
Boronia revoluta,Boronia revoluta,Boronia revoluta,Boronia revoluta,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Boronia revoluta Paul G.Wilson,https://id.biodiversity.org.au/node/apni/2907694,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/61054,Boronia revoluta,219,NA
Boronia umbellata,Boronia umbellata,Boronia umbellata,Boronia umbellata,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Boronia umbellata P.H.Weston,https://id.biodiversity.org.au/node/apni/2913684,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/118807,Boronia umbellata,220,NA
Boronia viridiflora,Boronia viridiflora,Boronia viridiflora,Boronia viridiflora,Boronia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Boronia viridiflora Duretto,https://id.biodiversity.org.au/node/apni/2920323,https://id.biodiversity.org.au/taxon/apni/51446985,https://id.biodiversity.org.au/name/apni/154023,Boronia viridiflora,221,NA
Borya mirabilis,Borya mirabilis,Borya mirabilis,Borya mirabilis,Borya,Boryaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Vic,Borya mirabilis Churchill,https://id.biodiversity.org.au/node/apni/2900081,https://id.biodiversity.org.au/taxon/apni/51751343,https://id.biodiversity.org.au/name/apni/61809,Borya mirabilis,222,NA
Bosistoa transversa,Bosistoa transversa,Bosistoa transversa,Bosistoa transversa,Bosistoa,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Bosistoa transversa J.F.Bailey & C.T.White,https://id.biodiversity.org.au/node/apni/2905714,https://id.biodiversity.org.au/taxon/apni/51294007,https://id.biodiversity.org.au/name/apni/62034,Bosistoa transversa,223,NA
Bossiaea fragrans,Bossiaea fragrans,Bossiaea fragrans,Bossiaea fragrans,Bossiaea,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Bossiaea fragrans K.L.McDougall,https://id.biodiversity.org.au/node/apni/2904047,https://id.biodiversity.org.au/taxon/apni/51770329,https://id.biodiversity.org.au/name/apni/223340,Bossiaea fragrans,224,NA
Bossiaea oligosperma,Bossiaea oligosperma,Bossiaea oligosperma,Bossiaea oligosperma,Bossiaea,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Bossiaea oligosperma A.T.Lee,https://id.biodiversity.org.au/node/apni/2901838,https://id.biodiversity.org.au/taxon/apni/51770329,https://id.biodiversity.org.au/name/apni/62677,Bossiaea oligosperma,225,NA
Bossiaea peninsularis,Bossiaea peninsularis,Bossiaea peninsularis,Bossiaea peninsularis,Bossiaea,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Bossiaea peninsularis I.Thomps.,https://id.biodiversity.org.au/node/apni/2913039,https://id.biodiversity.org.au/taxon/apni/51770329,https://id.biodiversity.org.au/name/apni/240243,Bossiaea peninsularis,226,NA
Bossiaea sp. Frankland (E.M. Sandiford EMS 896),Bossiaea sp. Frankland (E.M.Sandiford EMS 896),Bossiaea reptans,Bossiaea reptans,Bossiaea,Fabaceae,species,APC,accepted,taxonomic synonym,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),taxonomic synonym,Magnoliidae,WA,Bossiaea reptans T.D.Macfarl. & J.H.Ross,https://id.biodiversity.org.au/taxon/apni/51770726,https://id.biodiversity.org.au/taxon/apni/51770329,https://id.biodiversity.org.au/name/apni/51360850,Bossiaea reptans,227,NA
Bothriochloa bunyensis,Bothriochloa bunyensis,Bothriochloa bunyensis,Bothriochloa bunyensis,Bothriochloa,Poaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Bothriochloa bunyensis B.K.Simon,https://id.biodiversity.org.au/node/apni/2900237,https://id.biodiversity.org.au/node/apni/2891440,https://id.biodiversity.org.au/name/apni/63020,Bothriochloa bunyensis,228,NA
Brachychiton sp. Ormeau (L.H.Bird AQ435851),Brachychiton sp. Ormeau (L.H.Bird AQ435851),Brachychiton sp. Ormeau (L.H.Bird AQ435851),Brachychiton sp. Ormeau (L.H.Bird AQ435851),Brachychiton,Malvaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Brachychiton sp. Ormeau (L.H.Bird AQ435851) Qld Herbarium,https://id.biodiversity.org.au/node/apni/2914890,https://id.biodiversity.org.au/taxon/apni/51777301,https://id.biodiversity.org.au/name/apni/126931,Brachychiton sp. Ormeau (L.H.Bird AQ435851),229,NA
Brachyscias verecundus,Brachyscias verecundus,Brachyscias verecundus,Brachyscias verecundus,Brachyscias,Apiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Brachyscias verecundus J.M.Hart & Henwood,https://id.biodiversity.org.au/node/apni/2888419,https://id.biodiversity.org.au/node/apni/2890663,https://id.biodiversity.org.au/name/apni/166813,Brachyscias verecundus,230,NA
Brachyscome muelleri,Brachyscome muelleri,Brachyscome muelleri,Brachyscome muelleri,Brachyscome,Asteraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Brachyscome muelleri Sond.,https://id.biodiversity.org.au/node/apni/2890062,https://id.biodiversity.org.au/taxon/apni/51741459,https://id.biodiversity.org.au/name/apni/65349,Brachyscome muelleri,231,NA
Brachyscome muelleroides,Brachyscome muelleroides,Brachyscome muelleroides,Brachyscome muelleroides,Brachyscome,Asteraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"NSW, Vic",Brachyscome muelleroides G.L.Davis,https://id.biodiversity.org.au/node/apni/2889995,https://id.biodiversity.org.au/taxon/apni/51741459,https://id.biodiversity.org.au/name/apni/65357,Brachyscome muelleroides,232,NA
Brachyscome papillosa,Brachyscome papillosa,Brachyscome papillosa,Brachyscome papillosa,Brachyscome,Asteraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Brachyscome papillosa G.L.Davis,https://id.biodiversity.org.au/node/apni/2915300,https://id.biodiversity.org.au/taxon/apni/51741459,https://id.biodiversity.org.au/name/apni/65455,Brachyscome papillosa,233,NA
Breynia macrantha,Breynia macrantha,Breynia macrantha,Breynia macrantha,Breynia,Phyllanthaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Breynia macrantha (Hassk.) Chakrab. & N.P.Balakr.,https://id.biodiversity.org.au/taxon/apni/51291127,https://id.biodiversity.org.au/taxon/apni/51291122,https://id.biodiversity.org.au/name/apni/249016,Breynia macrantha,234,NA
Bruguiera hainesii,Bruguiera x hainesii,Bruguiera x hainesii,Bruguiera x hainesii,Bruguiera,Rhizophoraceae,species,APC,accepted,accepted,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Bruguiera x hainesii C.G.Rogers,https://id.biodiversity.org.au/taxon/apni/51293863,https://id.biodiversity.org.au/taxon/apni/51446243,https://id.biodiversity.org.au/name/apni/218823,Bruguiera x hainesii,235,NA
Budawangia gnidioides,Budawangia gnidioides,Epacris gnidioides,Epacris gnidioides,Epacris,Ericaceae,species,APC,accepted,nomenclatural synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),nomenclatural synonym,Magnoliidae,NSW,Epacris gnidioides (Summerh.) E.A.Br.,https://id.biodiversity.org.au/taxon/apni/51283918,https://id.biodiversity.org.au/taxon/apni/51767953,https://id.biodiversity.org.au/name/apni/4535425,Epacris gnidioides,236,NA
