taxon_name,suggested_name,EPBCA sp. name,EPBCA status,taxon_distribution,EPBCA no.,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes,accepted_name
Hibbertia wheelerae,Hibbertia wheelerae,Hibbertia wheelerae,Critically Endangered,WA,90414,1,Wheeler's Buttercup,Plant,1,CR,1,NA,11/15/2023,YES,CR (A3cs),"EN (B1ab(i,ii,iii,iv,v) B2ab(i,ii,iii,iv,v))",EN (C1),VU (D1),Insufficient info,NA,NA,Hibbertia wheelerae
Hibiscus brennanii,Hibiscus brennanii,Hibiscus brennanii,Vulnerable,NT,65592,1,a shrub,Plant,1,VU,1,NA,8/18/2006,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,NA,NA,Hibiscus brennanii
Hibiscus cravenii,Hibiscus cravenii,Hibiscus cravenii,Vulnerable,NT,81624,1,NA,Plant,1,VU,1,NA,8/18/2006,YES,Insufficient info,VU,Insufficient info,VU,Insufficient info,NA,NA,Hibiscus cravenii
Hibiscus insularis,Hibiscus insularis,Hibiscus insularis,Critically Endangered,NI,30614,1,Phillip Island Hibiscus,Plant,1,CR,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,CR,Insufficient info,NA,NA,Hibiscus insularis
Hicksbeachia pinnatifolia,Hicksbeachia pinnatifolia,Hicksbeachia pinnatifolia,Vulnerable,"Qld, NSW",21189,1,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Plant,1,VU,1,NA,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",NA,Hicksbeachia pinnatifolia
Homopholis belsonii,Homopholis belsonii,Homopholis belsonii,Vulnerable,"Qld, NSW",2406,1,Belson's Panic,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Homopholis belsonii
Homoranthus bebo,Homoranthus bebo,Homoranthus bebo,Critically Endangered,NSW,88498,1,NA,Plant,1,CR,1,NA,6/24/2019,YES,Insufficient info,"CR [B1ab(iii, v) + 2ab(iii, v)]",not eligible,VU,Insufficient info,NA,NA,Homoranthus bebo
Homoranthus bruhlii,Homoranthus bruhlii,Homoranthus bruhlii,Critically Endangered,NSW,88500,1,NA,Plant,1,CR,1,NA,11/13/2021,YES,Insufficient info,not eligible (NT),not eligible (NT),CR,Insufficient info,NA,NA,Homoranthus bruhlii
Homoranthus darwinioides,Homoranthus darwinioides,Homoranthus darwinioides,Vulnerable,NSW,12974,1,NA,Plant,1,VU,1,NA,7/16/2000,NA,NA,NA,NA,NA,NA,NA,NA,Homoranthus darwinioides
Homoranthus decumbens,Homoranthus decumbens,Homoranthus decumbens,Endangered,Qld,55186,1,a shrub,Plant,1,EN,1,NA,2/26/2013,YES,not eligible,not eligible,not eligible,EN,not eligible,NA,NA,Homoranthus decumbens
Homoranthus elusus,Homoranthus elusus,Homoranthus elusus,Critically Endangered,NSW,88502,1,NA,Plant,1,CR,1,NA,11/13/2021,YES,Insufficient info,not eligible (NT),not eligible (NT),CR,Insufficient info,NA,NA,Homoranthus elusus
Homoranthus floydii,Homoranthus floydii,Homoranthus floydii,Vulnerable,NSW,55187,1,NA,Plant,1,VU,1,NA,9/7/2023,YES,Insufficient info,VU (B1+2ab(iii)),not eligible,VU,Insufficient info,NA,NA,Homoranthus floydii
Homoranthus lunatus,Homoranthus lunatus,Homoranthus lunatus,Vulnerable,NSW,55189,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Homoranthus lunatus
Homoranthus montanus,Homoranthus montanus,Homoranthus montanus,Vulnerable,Qld,24319,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Homoranthus montanus
Homoranthus porteri,Homoranthus porteri,Homoranthus porteri,Vulnerable,Qld,55196,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Homoranthus porteri
Homoranthus prolixus,Homoranthus prolixus,Homoranthus prolixus,Vulnerable,NSW,55198,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Homoranthus prolixus
Hoya australis subsp. oramicola,Hoya australis subsp. oramicola,Hoya australis subsp. oramicola,Vulnerable,NT,55436,0,a vine,Plant,1,VU,1,NA,8/18/2006,YES,Insufficient info,not eligible,Insufficient info,VU,Insufficient info,NA,NA,Hoya australis subsp. oramicola
Huperzia serrata,Huperzia serrata,Huperzia serrata,Extinct,Qld (presumed extinct),24168,1,Water Tassel-fern,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Huperzia serrata
Hybanthus cymulosus,Hybanthus cymulosus,Hybanthus cymulosus,Critically Endangered,WA,2803,1,Ninghan Violet,Plant,1,CR,1,NA,12/1/2009,YES,not eligible,CR,EN,VU,not eligible,NA,NA,Hybanthus cymulosus
Hydriastele costata,Hydriastele costata,Hydriastele costata,Vulnerable,Qld,41998,1,a palm,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Hydriastele costata
Hymenophyllum lobbii,Hymenophyllum lobbii,Hymenophyllum lobbii,Extinct,Qld (presumed extinct),24119,1,NA,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Hymenophyllum lobbii
Hymenophyllum whitei,Hymenophyllum whitei,Hymenophyllum whitei,Extinct,Qld,15113,1,NA,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Hymenophyllum whitei
Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),Hypocalymma angustifolium subsp. Hutt River (S. Patrick 2982),Endangered,WA,85023,1,NA,Plant,1,EN,1,Hypocalymma balbakiae,6/24/2019,YES,Insufficient info,"EN [B1ab(iii,v)+2ab(iii,v)]",not eligible,VU,Insufficient info,NA,NA,Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982)
Hypocalymma longifolium,Hypocalymma longifolium,Hypocalymma longifolium,Vulnerable,WA,8081,1,Long-leaved Myrtle,Plant,1,VU,1,NA,2/26/2013,YES,not eligible,not eligible,not eligible,VU,Insufficient info,NA,NA,Hypocalymma longifolium
Hypocalymma sp. Cascade (R.Bruhn 20896 CAS),Hypocalymma sp. Cascade (R.Bruhn 20896 CAS),Hypocalymma sp. Cascade (R. Bruhn 20896),Endangered,WA,88311,1,NA,Plant,1,EN,1,NA,6/24/2019,YES,Insufficient info,"EN [B1ab(iii,v)+2ab(iii,v)]",VU [C2(a)(ii)],VU [D2],Insufficient info,"CAM info uses D2, but listing advice doesn't explicitly exclude this",NA,Hypocalymma sp. Cascade (R.Bruhn 20896 CAS)
Hypocalymma sylvestre,Hypocalymma sylvestre,Hypocalymma sylvestre,Endangered,WA,86384,1,NA,Plant,1,EN,1,NA,5/11/2018,YES,Insufficient info,EN [B1ab(iii)+B2ab(iii)],not eligible,not eligible,Insufficient info,NA,NA,Hypocalymma sylvestre
Hypolepis dicksonioides,Hypolepis dicksonioides,Hypolepis dicksonioides,Vulnerable,"WA (naturalised), SA (naturalised), NI",10243,1,"Downy Ground-fern, Brake Fern, Ground Fern",Plant,1,VU,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,NA,NA,Hypolepis dicksonioides
Hiya distans,Hiya distans,Hypolepis distans,Endangered,"NSW, NI (naturalised), Tas",2148,1,Scrambling Ground-fern,Plant,1,EN,1,Hiya distans,10/16/2001,YES,Insufficient info,EN,not eligible,not eligible,Insufficient info,NA,NA,Hiya distans
Ileostylus micranthus,Ileostylus micranthus,Ileostylus micranthus,Vulnerable,NI,65891,1,Mistletoe,Plant,1,VU,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,NA,NA,Ileostylus micranthus
Indigofera efoliata,Indigofera efoliata,Indigofera efoliata,Endangered,NSW,4951,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Indigofera efoliata
Irenepharsus trypherus,Irenepharsus trypherus,Irenepharsus trypherus,Endangered,NSW,14664,1,"Delicate Cress, Illawarra Irene",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Irenepharsus trypherus
Isoglossa eranthemoides,Isoglossa eranthemoides,Isoglossa eranthemoides,Endangered,NSW,16663,1,Isoglossa,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Isoglossa eranthemoides
Isopogon fletcheri,Isopogon fletcheri,Isopogon fletcheri,Vulnerable,NSW,19980,1,Fletcher's Drumsticks,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Isopogon fletcheri
Isopogon robustus,Isopogon robustus,Isopogon robustus,Critically Endangered,WA,82646,1,Robust Coneflower,Plant,1,CR,1,NA,6/11/2009,YES,not eligible,CR,not eligible,EN,not eligible,NA,NA,Isopogon robustus
Isopogon uncinatus,Isopogon uncinatus,Isopogon uncinatus,Endangered,WA,20871,1,"Albany Cone Bush, Hook-leaf Isopogon",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Isopogon uncinatus
Ixodia achillaeoides subsp. arenicola,Ixodia achillaeoides subsp. arenicola,Ixodia achillaeoides subsp. arenicola,Vulnerable,"SA, Vic",21474,0,"Sand Ixodia, Ixodia",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ixodia achillaeoides subsp. arenicola
Jacksonia pungens,Jacksonia pungens,Jacksonia pungens,Endangered,WA,64920,1,Pungent Jacksonia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Jacksonia pungens
Jacksonia quairading,Jacksonia quairading,Jacksonia quairading,Endangered,WA,67417,1,"Quairading Jacksonia, Quairading Stinkwood",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Jacksonia quairading
Jacksonia velveta,Jacksonia velveta,Jacksonia velveta,Endangered,WA,82671,1,Collie Jacksonia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Jacksonia velveta
Kardomia granitica,Kardomia granitica,Kardomia granitica,Vulnerable,Qld,83201,1,a shrub,Plant,1,VU,1,Babingtonia granitica,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Kardomia granitica
Kardomia prominens,Kardomia prominens,Kardomia prominens,Critically Endangered,NSW,85097,1,NA,Plant,1,CR,1,NA,12/7/2021,YES,not eligible,"CR [B1ab(i,ii,iv,v)+ B2ab(i,ii,iv,v)]",EN [C2a(ii)],VU (D1+2),Insufficient info,NA,NA,Kardomia prominens
Kelleria bogongensis,Kelleria bogongensis,Kelleria bogongensis,Vulnerable,Vic,88203,1,Kelleria,Plant,1,VU,1,Kelleria laxa,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Kelleria bogongensis
Kennedia glabrata,Kennedia glabrata,Kennedia glabrata,Vulnerable,WA,16452,1,Northcliffe Kennedia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Kennedia glabrata
Kennedia lateritia,Kennedia lateritia,Kennedia lateritia,Endangered,"WA, Vic (doubtfully naturalised)",45985,1,Augusta Kennedia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Kennedia lateritia
Kennedia retrorsa,Kennedia retrorsa,Kennedia retrorsa,Vulnerable,NSW,19716,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Kennedia retrorsa
Kunzea cambagei,Kunzea cambagei,Kunzea cambagei,Vulnerable,NSW,11420,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Kunzea cambagei
Kunzea ericifolia subsp. subulata,Kunzea ericifolia subsp. subulata,Kunzea ericifolia subsp. subulata,Vulnerable,WA,89147,0,NA,Plant,1,VU,1,NA,5/11/2018,YES,Insufficient info,not eligible,not eligible,VU,Insufficient info,NA,NA,Kunzea ericifolia subsp. subulata
Kunzea rupestris,Kunzea rupestris,Kunzea rupestris,Vulnerable,NSW,8798,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Kunzea rupestris
Kunzea similis subsp. similis,Kunzea similis subsp. similis,Kunzea similis subsp. similis,Critically Endangered,WA,84068,0,NA,Plant,1,CR,1,NA,5/11/2018,YES,Insufficient info,"CR [B1ab(iii,v)+B2ab(iii,v)]",VU [C2a(ii)],not eligible,Insufficient info,NA,NA,Kunzea similis subsp. similis
Lachnagrostis adamsonii,Lachnagrostis adamsonii,Lachnagrostis adamsonii,Endangered,Vic,76211,1,"Adamson's Blown-grass, Adamson's Blowngrass",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lachnagrostis adamsonii
Lachnagrostis limitanea,Lachnagrostis limitanea,Lachnagrostis limitanea,Endangered,SA,78119,1,"Spalding Blown Grass, Spalding Blowngrass",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lachnagrostis limitanea
Lambertia echinata subsp. echinata,Lambertia echinata subsp. echinata,Lambertia echinata subsp. echinata,Endangered,WA,56729,0,Prickly Honeysuckle,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lambertia echinata subsp. echinata
Lambertia echinata subsp. occidentalis,Lambertia echinata subsp. occidentalis,Lambertia echinata subsp. occidentalis,Endangered,WA,64528,0,Western Prickly Honeysuckle,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lambertia echinata subsp. occidentalis
Lambertia fairallii,Lambertia fairallii,Lambertia fairallii,Critically Endangered,WA,4881,1,Fairall's Honeysuckle,Plant,1,CR,1,NA,9/7/2023,YES,CR (A3ce),"CR (B1ab(i,ii,iii,iv,v))",EN (C1),Insufficient info,Insufficient info,NA,NA,Lambertia fairallii
Lambertia orbifolia,Lambertia orbifolia,Lambertia orbifolia,Endangered,WA,15725,1,Roundleaf Honeysuckle,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lambertia orbifolia
Lasiopetalum joyceae,Lasiopetalum joyceae,Lasiopetalum joyceae,Vulnerable,NSW,20311,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lasiopetalum joyceae
Lasiopetalum longistamineum,Lasiopetalum longistamineum,Lasiopetalum longistamineum,Vulnerable,NSW,19181,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lasiopetalum longistamineum
Lasiopetalum pterocarpum,Lasiopetalum pterocarpum,Lasiopetalum pterocarpum,Endangered,WA,64922,1,Wing-fruited Lasiopetalum,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lasiopetalum pterocarpum
Lasiopetalum rotundifolium,Lasiopetalum rotundifolium,Lasiopetalum rotundifolium,Endangered,WA,2885,1,Round-leaf Lasiopetalum,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lasiopetalum rotundifolium
Lasiopetalum moullean,Lasiopetalum moullean,Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381),Critically Endangered,WA,89457,1,NA,Plant,1,CR,1,Lasiopetalum moullean,6/24/2019,YES,Insufficient info,"CR [B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)]",CR [C2a(i)],CR,Insufficient info,NA,NA,Lasiopetalum moullean
Lasiopetalum sp. Proston (J.A.Baker 17),Lasiopetalum sp. Proston (J.A.Baker 17),Lasiopetalum sp. Proston (J.A.Baker 17),Critically Endangered,Qld,68391,1,Proston Lasiopetalum,Plant,1,CR,1,NA,2/12/2010,YES,EN,CR,VU,not eligible,not eligible,NA,NA,Lasiopetalum sp. Proston (J.A.Baker 17)
Parapolystichum calanthum,Parapolystichum calanthum,Lastreopsis calantha,Endangered,NI,65884,1,"Shield-fern, Shieldfern",Plant,1,EN,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Parapolystichum calanthum
Lastreopsis walleri,Lastreopsis walleri,Lastreopsis walleri,Vulnerable,Qld,18229,1,a fern,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lastreopsis walleri
Latrobea colophon,Latrobea colophon,Latrobea colophona,Critically Endangered,WA,85004,1,NA,Plant,1,CR,1,Latrobea colophon,5/11/2018,YES,Insufficient info,"CR [B1ab(iii,v)]",VU [C2(a)(i)],not eligible,Insufficient info,NA,NA,Latrobea colophon
Lawrencia buchananensis,Lawrencia buchananensis,Lawrencia buchananensis,Vulnerable,Qld,10919,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lawrencia buchananensis
Lechenaultia chlorantha ,Lechenaultia chlorantha [alternative possible names: Lechenaultia formosa (pro parte misapplied)],Lechenaultia chlorantha,Vulnerable,WA,16763,1,Kalbarri Leschenaultia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lechenaultia chlorantha
Lechenaultia laricina ,Lechenaultia laricina [alternative possible names: Lechenaultia expansa (pro parte misapplied) | Lechenaultia floribunda (pro parte misapplied)],Lechenaultia laricina,Endangered,WA,18535,1,Scarlet Leschenaultia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lechenaultia laricina
Leichhardtia araujacea,Leichhardtia araujacea,Leichhardtia araujacea,Critically Endangered,Qld,91900,1,NA,Plant,1,CR,1,Marsdenia araujacea,3/15/2023,YES,Insufficient info,"CR(B1+2ab(I,ii,iv))","CR(C2a(i,ii)",CR,Insufficient info,NA,NA,Leichhardtia araujacea
Leiocarpa gatesii,Leiocarpa gatesii,Leiocarpa gatesii,Vulnerable,Vic,76212,1,Wrinkled Buttons,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leiocarpa gatesii
Leionema equestre,Leionema equestre,Leionema equestre,Endangered,SA,64923,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leionema equestre
Leionema lachnaeoides,Leionema lachnaeoides,Leionema lachnaeoides,Endangered,NSW,64924,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leionema lachnaeoides
Leionema lamprophyllum subsp. fractum,Leionema lamprophyllum subsp. fractum,Leionema lamprophyllum fractum,Critically Endangered,NSW,89743,0,NA,Plant,1,CR,1,NA,11/13/2021,YES,Insufficient info,"CR [B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)]","CR [C2a(i,ii)]",CR,Insufficient info,NA,NA,Leionema lamprophyllum subsp. fractum
Leionema obtusifolium,Leionema obtusifolium,Leionema obtusifolium,Vulnerable,Qld,64925,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leionema obtusifolium
Leionema ralstonii,Leionema ralstonii,Leionema ralstonii,Vulnerable,NSW,64926,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leionema ralstonii
Leionema sympetalum,Leionema sympetalum,Leionema sympetalum,Vulnerable,NSW,64927,1,Rylstone Bell,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leionema sympetalum
Leionema westonii,Leionema westonii,Leionema westonii,Critically Endangered,NSW,90225,1,NA,Plant,1,CR,1,NA,3/20/2023,YES,Insufficient info,CR(B1ab(iii)+2ab(iii)),Insufficient info,CR,Insufficient info,NA,NA,Leionema westonii
Lemmaphyllum accedens,Lemmaphyllum accedens,Lemmaphyllum accedens,Extinct,Qld (presumed extinct),24428,1,NA,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Lemmaphyllum accedens
Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),Critically Endangered,Qld,87240,1,NA,Plant,1,CR,1,NA,4/22/2022,YES,CR (A3ce),EN (B1(a)(b)(i-v) and B2(a)(b)(i-v)),"CR (C1, C2(a)(i))",CR (D1),Insufficient info,NA,NA,Lenwebbia sp. Main Range (P.R.Sharpe+ 4877)
Lepidium aschersonii,Lepidium aschersonii,Lepidium aschersonii,Vulnerable,"WA, NSW, Vic",10976,1,Spiny Pepper-cress,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lepidium aschersonii
Lepidium drummondii,Lepidium drummondii,Lepidium drummondii,Extinct,WA,20704,1,Drummond's Lepidium,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Lepidium drummondii
Lepidium ginninderrense,Lepidium ginninderrense,Lepidium ginninderrense,Vulnerable,ACT,78474,1,Ginninderra Peppercress,Plant,1,VU,1,NA,2/28/2005,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,NA,NA,Lepidium ginninderrense
Lepidium hyssopifolium ,Lepidium hyssopifolium [alternative possible names: Lepidium africanum (pro parte misapplied) | Lepidium pseudohyssopifolium (pro parte misapplied) | Lepidium pseudotasmanicum (pro parte misapplied) | Lepidium africanum (misapplied) | Lepidium peregrinum (misapplied)],Lepidium hyssopifolium,Endangered,"SA, NSW, Vic, Tas",16542,1,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lepidium hyssopifolium
Lepidium monoplocoides,Lepidium monoplocoides,Lepidium monoplocoides,Endangered,"SA, Qld, NSW, Vic",9190,1,Winged Pepper-cress,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lepidium monoplocoides
Lepidium peregrinum,Lepidium peregrinum,Lepidium peregrinum,Endangered,"Qld, NSW",14035,1,Wandering Pepper-cress,Plant,1,EN,1,NA,5/1/2003,YES,Insufficient info,EN,EN,EN,Insufficient info,NA,NA,Lepidium peregrinum
Lepidium pseudopapillosum,Lepidium pseudopapillosum,Lepidium pseudopapillosum,Vulnerable,"SA, NSW (presumed extinct), Vic",11548,1,Erect Pepper-cress,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lepidium pseudopapillosum
Lepidorrhachis mooreana,Lepidorrhachis mooreana,Lepidorrhachis mooreana,Critically Endangered,LHI,6388,1,"Little Mountain Palm, Moorei Palm",Plant,1,CR,1,NA,6/26/2015,YES,Insufficient info,CR [B2(a)(b)(v)],not eligible,not eligible,Insufficient info,NA,NA,Lepidorrhachis mooreana
Lepidosperma rostratum,Lepidosperma rostratum,Lepidosperma rostratum,Endangered,WA,14152,1,Beaked Lepidosperma,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Lepidosperma rostratum
Leptomeria dielsiana,Leptomeria dielsiana,Leptomeria dielsiana,Vulnerable,WA,5146,1,Diels' Currant Bush,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leptomeria dielsiana
Leptospermum deanei,Leptospermum deanei,Leptospermum deanei,Vulnerable,NSW,21777,1,Deane's Tea-tree,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leptospermum deanei
Leptospermum jingera,Leptospermum jingera,Leptospermum jingera,Critically Endangered,Vic,65905,1,Stringybark Tea-tree,Plant,1,CR,1,NA,9/7/2023,YES,Insufficient info,CR (B1ab(iii)+2ab(iii)),Insufficient info,Insufficient info,Insufficient info,NA,NA,Leptospermum jingera
Leptospermum thompsonii,Leptospermum thompsonii,Leptospermum thompsonii,Vulnerable,NSW,21806,1,Monga Tea-tree,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leptospermum thompsonii
Leucochrysum albicans subsp. tricolor,Leucochrysum albicans subsp. tricolor,Leucochrysum albicans subsp. tricolor,Endangered,"NSW, Vic, Tas",89104,0,"Hoary Sunray, Grassland Paper-daisy",Plant,1,EN,1,Leucochrysum albicans var. tricolor,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leucochrysum albicans subsp. tricolor
Styphelia conferta,Styphelia conferta,Leucopogon confertus,Endangered,NSW,14417,1,Torrington Beard-heath,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Styphelia conferta
Leucopogon cryptanthus,Leucopogon cryptanthus,Leucopogon cryptanthus,Extinct,WA,14621,1,Small-flowered Leucopogon,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Leucopogon cryptanthus
Styphelia exolasia,Styphelia exolasia,Leucopogon exolasius,Vulnerable,NSW,14251,1,Woronora Beard-heath,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Styphelia exolasia
Leucopogon gnaphalioides,Leucopogon gnaphalioides,Leucopogon gnaphalioides,Critically Endangered,WA,21609,1,Stirling Range Beard Heath,Plant,1,CR,1,NA,3/31/2023,YES,CR(A4bce),"CR(B1ab(I,ii,iii,iv,v))",EN(C1),VU,Insufficient info,NA,NA,Leucopogon gnaphalioides
Styphelia marginata,Styphelia marginata,Leucopogon marginatus,Endangered,WA,12527,1,Thick-margined Leucopogon,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Styphelia marginata
Leucopogon nitidus,Leucopogon nitidus,Leucopogon nitidus,Endangered,WA,87812,1,NA,Plant,1,EN,1,NA,2/15/2018,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Leucopogon nitidus
Styphelia obtecta,Styphelia obtecta,Leucopogon obtectus,Endangered,WA,19614,1,Hidden Beard-heath,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Styphelia obtecta
Styphelia sp. Coolmunda (D.Halford Q1635),Styphelia sp. Coolmunda (D.Halford Q1635),Leucopogon sp. Coolmunda (D.Halford Q1635),Endangered,Qld,64928,1,NA,Plant,1,EN,1,Styphelia sp. Coolmunda (D.Halford Q1635),7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Styphelia sp. Coolmunda (D.Halford Q1635)
Styphelia capillaris,Styphelia capillaris,"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",Critically Endangered,WA,86385,1,NA,Plant,1,CR,1,NA,5/11/2018,YES,Insufficient info,"CR [B1ab(iii,v)+B2ab(iii,v)]",Insufficient info,Insufficient info,Insufficient info,NA,NA,Styphelia capillaris
Styphelia disjuncta,Styphelia disjuncta,Leucopogon sp. Ongerup (A.S. George 16682),Vulnerable,WA,85018,1,NA,Plant,1,VU,1,Styphelia disjuncta,2/15/2018,YES,not eligible,Insufficient info,not eligible,VU,Insufficient info,NA,NA,Styphelia disjuncta
Leucopogon spectabilis,Leucopogon spectabilis,Leucopogon spectabilis,Critically Endangered,WA,83012,1,Ironstone Beard-heath,Plant,1,CR,1,NA,8/19/2010,YES,not eligible,CR,EN,VU,not eligible,NA,NA,Leucopogon spectabilis
